pageid,title,wikibase_item,biography
6254460,The Pictures,Q7757063,FALSE
3760405,The Pink Finks,Q7757187,FALSE
6853842,Pink Stainless Tail,Q7196102,FALSE
14495043,Pot-Pourri (group),Q7234557,FALSE
19384321,Pre.shrunk,Q7239277,FALSE
1381504,Primitive Calculators,Q7243553,FALSE
6011129,Procession (band),Q7247327,FALSE
3203272,Race the Fray,Q7278969,FALSE
2147921,Raspberry Cordial,Q7295186,FALSE
1388710,Rebecca's Empire,Q7301638,FALSE
881013,Rocket Science (band),Q7355136,FALSE
15560035,Roxus,Q7372453,FALSE
24871846,Royal Melbourne Philharmonic,Q7374472,FALSE
2183262,Sacred Cowboys,Q7397074,FALSE
24594148,Sender (band),Q7450207,FALSE
1567654,Sforzando (band),Q7459734,FALSE
1254864,The Sharp,Q7763694,FALSE
22600717,Shreen (band),Q7503558,FALSE
14309021,The Sinking Citizenship,Q7764490,FALSE
24205476,Skipping Girl Vinegar,Q7535811,FALSE
27114797,Skybombers,Q7537595,FALSE
11495996,The Small Knives,Q7764869,FALSE
1194788,The Smallgoods,Q7764880,FALSE
36637711,Snakadaktal,Q7546953,FALSE
314621,Snog (band),Q487586,FALSE
28791424,Snout (band),Q7548118,FALSE
17378857,Sons of the Vegetal Mother,Q7562385,FALSE
2549356,Sounds Like Chicken,Q7564901,FALSE
24255158,Space Like Alice,Q17055433,FALSE
30874470,Spazzys,Q7574164,FALSE
1113503,Spectrum (band),Q7575268,FALSE
22503992,The Spoils (band),Q7765983,FALSE
1043058,The Sports,Q7766034,FALSE
13274891,Stealing O'Neal,Q7605286,FALSE
29830504,Stonefield (band),Q7619161,FALSE
12704602,Stylus (band),Q7629734,FALSE
12690919,SubAudible Hum,Q7630637,FALSE
619884,Superheist,Q7643418,FALSE
69843065,Telenova,Q110818562,FALSE
11794112,Terrorust,Q7704008,FALSE
70232351,The Four Kinsmen,Q111945498,FALSE
3353740,Things of Stone and Wood,Q7784414,FALSE
15405366,This Is Your Captain Speaking,Q7785996,FALSE
5321116,Tiddas (band),Q7800815,FALSE
17683678,Tinpan Orange,Q74101,FALSE
801929,Track 5,Q7831474,FALSE
18377540,Trial Kennedy,Q2508122,FALSE
29265360,The Triangles,Q6145363,FALSE
3768982,Tsk Tsk Tsk,Q7849805,FALSE
29809925,Twelve Foot Ninja,Q7857598,FALSE
2004949,TZU,Q7672612,FALSE
2979911,Underground Lovers,Q7883644,FALSE
7268551,Vanishing Point (band),Q1470939,FALSE
7797092,Vardos,Q7915567,FALSE
8763891,The Vasco Era,Q7772085,FALSE
60606802,Vaudeville Smash,Q65065803,FALSE
27965731,The Verses,Q7772223,FALSE
2665877,Lucy De Ville,Q6698266,FALSE
9556996,Waiting Room (band),Q7960546,FALSE
2259162,Weddings Parties Anything,Q2308817,FALSE
18511909,The Wellingtons,Q7774223,FALSE
33971853,The Wilson Pickers,Q17031182,FALSE
33001305,Witch Hats,Q8027836,FALSE
3590693,Yidcore,Q8053531,FALSE
28619626,Young Heretics,Q8058169,FALSE
21031586,Yung Warriors,Q8061266,FALSE
62529825,Yusupha Ngum and the Affia Band,Q79052274,FALSE
62004682,The Zimmermen,Q85847792,FALSE
1921670,The Zorros,Q7776915,FALSE
4978548,Ammonia (band),Q2843675,FALSE
8436283,Antistatic (band),Q4775311,FALSE
615223,Baby Animals,Q4838188,FALSE
36555256,Bakery (band),Q4849329,FALSE
15957743,The Bamboos (rock band),Q7715497,FALSE
9660431,The Bank Holidays,Q7715550,FALSE
26951168,Basement Birds,Q4866694,FALSE
5909869,The Blackeyed Susans,Q7718494,FALSE
27869452,The Brow,Q15052791,FALSE
11466258,Calerway,Q5019533,FALSE
8527078,Cartman (band),Q5047362,FALSE
29252134,Cell 7,Q5058143,FALSE
21103729,Chad's Tree,Q5066139,FALSE
27331256,Chaos Divine,Q2531299,FALSE
25671748,Charlotte's Web (band),Q5085790,FALSE
27277739,The Chemist (band),Q7722327,FALSE
10084414,The Chevelles,Q7722370,FALSE
21344958,Cinema Prague,Q5120753,FALSE
30604306,Claim the Throne,Q5125089,FALSE
22450448,College Fall,Q5146369,FALSE
9459135,Crawlspace (band),Q5183002,FALSE
8101000,Cypher (band),Q5200221,FALSE
6850005,Downsyde,Q1253351,FALSE
3711646,The Dugites,Q7731157,FALSE
17586948,Dyscord,Q5319378,FALSE
9105249,Eleventh He Reaches London,Q5359808,FALSE
21897825,Elora Danan (band),Q16835073,FALSE
2211358,End of Fashion,Q5375831,FALSE
564348,Eskimo Joe,Q1367820,FALSE
10473605,Faith in Plastics,Q5431262,FALSE
14656108,The Fergusons,Q7733679,FALSE
8262695,The Flairz,Q7734331,FALSE
4177375,Found: quantity of sheep,Q5474247,FALSE
9283887,Fourth Floor Collapse,Q5476095,FALSE
613428,Halogen (band),Q5643374,FALSE
3190210,The Hampdens,Q7738693,FALSE
20970437,Harlequin League,Q5658655,FALSE
56682496,Header (band),Q55613529,FALSE
20380204,The Holy Sea,Q7740045,FALSE
15018379,Innocent Bystanders,Q16847669,FALSE
7630077,Institut Polaire,Q6039003,FALSE
20405523,The Jackson Code,Q7742873,FALSE
693913,Jebediah,Q2689367,FALSE
31597824,Jeff Martin 777,Q6174440,FALSE
528046,John Butler Trio,Q1442656,FALSE
7686589,The Kill Devil Hills,Q7744306,FALSE
634528,Kim Salmon and the Surrealists,Q6409296,FALSE
9495621,Kryptonics,Q6439709,FALSE
665241,Lash (band),Q6493150,FALSE
24652652,Love Pump,Q15044744,FALSE
3880682,Mach Pelican,Q6723322,FALSE
21102947,Martha's Vineyard (band),Q6774296,FALSE
26963933,Miles Away (band),Q6851308,FALSE
12849794,New Rules for Boats,Q15053461,FALSE
10851886,Not Enough Rope,Q7062073,FALSE
3849890,The Panda Band,Q7755982,FALSE
774972,The Panics,Q576457,FALSE
9265870,The Preytells,Q7758120,FALSE
1581092,Radarmaker,Q7279990,FALSE
7833831,Red Jezebel,Q7304411,FALSE
8325986,Rhibosome,Q7320517,FALSE
8727818,Rollerskates (band),Q7361101,FALSE
23838181,Rupture (band),Q7380445,FALSE
33893483,San Cisco,Q253844,FALSE
8322749,Schvendes,Q7433119,FALSE
19872512,Scrap Metal (band),Q7438765,FALSE
6792743,The Silents,Q7764252,FALSE
56646909,Six Mile High,Q49576395,FALSE
902278,The Sleepy Jackson,Q3087464,FALSE
1134064,Sleepy Township,Q7539990,FALSE
4684674,Snowman (band),Q7548664,FALSE
2888803,Sodastream (band),Q472726,FALSE
9394200,The Someloves,Q7765183,FALSE
62921566,Spacey Jane,Q83601061,FALSE
4666550,The Spektors,Q2617914,FALSE
7029833,Spencer Tracy (band),Q7576209,FALSE
3051005,Subtruck,Q7632271,FALSE
23774619,Sugar Army,Q7634744,FALSE
12722928,Superengine,Q7643270,FALSE
29584662,Tim & Jean,Q7803062,FALSE
2867676,Tucker B's,Q7851055,FALSE
12747497,Turnstyle (band),Q7856112,FALSE
12343206,V Capri,Q7907718,FALSE
30185428,The Valentines (rock band),Q2648841,FALSE
33368985,Village Kid,Q7930663,FALSE
26117204,Will Stoker and the Embers,Q8003122,FALSE
26995811,Yabu Band,Q8046390,FALSE
45509329,1981 VFL draft,Q19901312,FALSE
42118536,1982 VFL draft,Q16154890,FALSE
3664304,1986 VFL draft,Q4583276,FALSE
6498652,1987 VFL draft,Q4583961,FALSE
7577459,1988 VFL draft,Q4584766,FALSE
17752227,1989 VFL draft,Q4585488,FALSE
13575386,1990 AFL draft,Q4585782,FALSE
13575331,1991 AFL draft,Q16154894,FALSE
10939044,1992 AFL draft,Q4587477,FALSE
13575170,1993 AFL draft,Q4588303,FALSE
6925337,1994 AFL draft,Q4589188,FALSE
12257262,1995 AFL draft,Q4590142,FALSE
12345578,1996 AFL draft,Q4591138,FALSE
8382419,1997 AFL draft,Q4592174,FALSE
3468160,1998 AFL draft,Q4593306,FALSE
4171411,1999 AFL draft,Q4594441,FALSE
4755149,2000 AFL draft,Q4597115,FALSE
4112310,2001 AFL draft,Q4598421,FALSE
4145878,2002 AFL draft,Q4599666,FALSE
3837548,2003 AFL draft,Q4601045,FALSE
3816258,2004 AFL draft,Q4602442,FALSE
3467502,2005 AFL draft,Q4603901,FALSE
5754403,2006 AFL draft,Q4605657,FALSE
8360622,2007 AFL draft,Q4607816,FALSE
19631382,2008 AFL draft,Q4610391,FALSE
24581780,2009 AFL draft,Q4613120,FALSE
29052229,2010 AFL draft,Q4616468,FALSE
33354199,2011 AFL draft,Q4620219,FALSE
37175785,2012 AFL draft,Q4624588,FALSE
40664539,2013 AFL draft,Q16155005,FALSE
43830405,2014 AFL draft,Q18165495,FALSE
47754792,2015 AFL draft,Q23019573,FALSE
48326203,2016 AFL draft,Q23019581,FALSE
52650744,2017 AFL draft,Q28128610,FALSE
55985957,2018 AFL draft,Q48699123,FALSE
58933061,2019 AFL draft,Q60751119,FALSE
62081718,2020 AFL draft,Q74125210,FALSE
66215693,2021 AFL draft,Q104830082,FALSE
69349534,2022 AFL draft,Q109973984,FALSE
72374496,2023 AFL draft,Q115822280,FALSE
47619243,AFL Draft Combine,Q24189224,FALSE
3416864,AFL pre-season draft,Q4651541,FALSE
20457393,AFL trade week,Q4651556,FALSE
53130757,Brisbane Lions drafting and trading history,Q30591170,FALSE
5668458,Fremantle Football Club drafting and trading history,Q5501485,FALSE
57693806,Geelong Football Club draft and trade history,Q55612389,FALSE
19755744,Port Adelaide Football Club drafting and trading history,Q7230454,FALSE
3467548,Priority draft pick,Q7245470,FALSE
5385759,Rookie list,Q4824182,FALSE
29458870,West Coast Eagles draft history,Q7984787,FALSE
57717739,Geelong best and fairest (AFL Women's),Q65090884,FALSE
4146402,Carji Greeves Medal,Q5039736,FALSE
48549368,Alexander Campbell (dancer),Q21872451,TRUE
62518257,Jason Chan (figure skater),Q75082922,TRUE
73497376,Davide Remigio,Q117674548,TRUE
65449921,Chris Bye (musician),Q113997846,TRUE
16798110,Peter Blakeley,Q7172848,TRUE
11972684,Bobby & Laurie,Q4934702,FALSE
71403014,Peter Brocklehurst,Q113504743,TRUE
55834456,Jade Hurley,Q43304233,TRUE
52282400,Drew McAlister,Q27899260,TRUE
13239207,Ross McLennan (drummer),Q7369516,TRUE
67336646,Jeremy Neale,Q106418872,TRUE
42097972,Chloë and Jason Roweth,Q17010661,FALSE
36496748,Michael Spiby,Q29305570,TRUE
19929822,Dave Steel,Q27899258,TRUE
56244976,Vincent Stone,Q47103809,TRUE
53684991,Kedron Taylor,Q29156498,TRUE
72807087,Duncan Toombs,Q116273599,TRUE
70642584,Andi Young,Q27662463,TRUE
58627592,Ronny Johnson,Q57017143,TRUE
64349267,Otto Cribb,Q96582989,TRUE
58165095,TJ Doheny,Q56150835,TRUE
7466763,Young Dutchy,Q16043701,TRUE
64323001,Kris George,Q96464734,TRUE
70465426,Benjamin Kelleher,Q111485718,TRUE
40486719,Omari Kimweri,Q16221958,TRUE
69680139,Floyd Masson,Q110420019,TRUE
16276217,Charlie Purdy,Q5085417,TRUE
59320724,Harry Stone (boxer),Q60581346,TRUE
21614298,Jim York (fighter),Q11309633,TRUE
54186748,Hamish Anderson,Q30123081,TRUE
49251162,Tony Cole (musician),Q25183158,TRUE
45290323,Thom Crawford,Q19663748,TRUE
45552636,Rex Dallas,Q19666858,TRUE
70895052,Lachie Gill,Q112162290,TRUE
51231919,Peter Loveday,Q27733814,TRUE
72148268,Tony Lee Scott,Q114957028,TRUE
55976150,Vivian Chan,Q46993232,TRUE
54148512,Tania Bowra,Q30060843,TRUE
71824077,TC Cassidy,Q114237523,TRUE
43440771,Hailey Cramer,Q17466134,TRUE
68526532,Jayne Denham,Q108178083,TRUE
69073598,Silvia Gabriela,Q107047504,TRUE
41648039,Shelley Harland,Q15944836,TRUE
53684933,Shauna Jensen,Q29156246,TRUE
56254777,Fiona Kernaghan,Q47141784,TRUE
52282385,Fanny Lumsden,Q27864074,TRUE
50372334,Moira Macdonald,Q24053576,TRUE
53684973,Jane Saunders,Q29156238,TRUE
52302887,Kerri Simpson,Q27881143,TRUE
56265382,Fay White (singer),Q47164124,TRUE
70560634,Anastasia Golubeva,Q111634611,TRUE
65552611,Teina Clark,Q100272165,TRUE
65648413,Amelia Kuk,Q100715580,TRUE
65966320,Langi Veainu,Q102440712,TRUE
58449534,Botille Vette-Welsh,Q56600020,TRUE
52282410,Lou Bradley,Q27864082,TRUE
47814655,Chela (singer),Q20972739,TRUE
64526990,Suzanne Clachair,Q97160626,TRUE
55460473,Jane Kitto,Q47903164,TRUE
65064606,Suzie Stapleton,Q98614928,TRUE
38155289,Phebe Starr,Q28328386,TRUE
68250454,Ho Peng Yoke,Q8969577,TRUE
41826232,Angus & Coote,Q18162112,FALSE
41825730,Goldmark Jeweller,Q17005474,FALSE
39269530,Hardy Brothers,Q16841180,FALSE
60589684,JamFactory,Q65065344,FALSE
67116642,Lovisa (company),Q106298409,FALSE
26369831,Michael Hill Jeweller,Q3308250,FALSE
43569945,Pallion Group,Q19876813,FALSE
9667967,Paspaley,Q7142297,FALSE
41825705,Prouds,Q18636715,FALSE
41825687,Shiels Jewellers,Q23023051,FALSE
41826175,Wallace Bishop (company),Q18636699,FALSE
13607573,Jules de Goede,Q6306074,TRUE
49310136,Viola Macmillan Brown,Q23616025,TRUE
60917,Lola Ridge,Q3258772,TRUE
44655907,Christine Boswijk,Q18632049,TRUE
58862487,Martin Vaughn-James,Q2374531,TRUE
52231754,Oron Catts,Q27825305,TRUE
25196324,Dreamfarm,Q5306570,FALSE
49403437,Sonder Design,Q25325357,FALSE
5519186,Ericaamerica,Q5387962,FALSE
41825340,Nicola Finetti,Q16728992,TRUE
58397325,Steven Khalil,Q58007751,TRUE
25454340,Tea Rose,Q7691097,FALSE
50897261,Paul Vasileff,Q24809848,TRUE
46647697,M. E. Aldrich Rope,Q19975151,TRUE
71481818,Harold Gaze,Q43130645,TRUE
58197187,Inga Moore,Q52610030,TRUE
53617628,Fanny Elizabeth de Mole,Q29913462,TRUE
62482457,Bindi Mwerre Anthurre Artists,Q85747301,FALSE
5357921,Hermannsburg School,Q1406050,FALSE
63441159,Iltja Ntjarra Many Hands Art Centre,Q97359013,FALSE
63441571,Mimili Maku Arts,Q96393261,FALSE
38004271,Namatjira Project,Q6961341,FALSE
62067176,Shorty Lungkata Tjungurayyi,Q73364755,TRUE
63467146,Wanurr Bob Namundja,Q87610529,TRUE
63660383,Yarrenyty Arltere Artists,Q97358696,FALSE
71732899,Minnie Hooper,Q115680600,TRUE
37032157,Phil Cummings,Q7181819,TRUE
57453481,Mike Dumbleton,Q53870800,TRUE
26319430,Stephen M. Giles,Q7609847,TRUE
3583283,Geoffrey McSkimming,Q5534776,TRUE
38994375,D. J. Potter,Q16011965,TRUE
57217653,Kate and Jol Temple,Q52153497,FALSE
54575385,Joan O'Hagan,Q33100055,TRUE
41136679,Juice Rap News,Q16851048,FALSE
43404407,Surendra Verma (science writer),Q19666003,TRUE
28358500,Philip Edgcumbe Hughes,Q7183496,TRUE
30260070,John Nolland,Q6250602,TRUE
21491544,Bruce W. Winter,Q4978403,TRUE
18408390,Adrian Snodgrass,Q4685366,TRUE
61067760,William J. Dominik,Q65511805,TRUE
54468681,William Joseph Brennan (bishop),Q31945111,TRUE
49994305,James Byrne (bishop of Toowoomba),Q23688758,TRUE
5454945,Leo Clarke (bishop),Q6523632,TRUE
52763721,John Gallagher (bishop),Q28114758,TRUE
57320763,Francis Henschke,Q52828956,TRUE
37600617,Patrick O'Connor (bishop),Q7147369,TRUE
54467983,Joseph Basil Roper,Q31927843,TRUE
37015411,Herc McIntyre,Q5736282,TRUE
66301761,A. E. Hamilton,Q104717294,TRUE
60806713,Ian Riseley,Q64744008,TRUE
67704918,Walter Skelton (Victoria),Q106898595,TRUE
10494403,Will Somerville (cricketer),Q8018610,TRUE
67151891,Viktor von Ephrussi,Q3558330,TRUE
68903138,W. H. Wilcock,Q108807992,TRUE
56530057,John Hempton,Q48472668,TRUE
3986068,Action (supermarkets),Q4677071,FALSE
8097803,Coles Group,Q1339055,FALSE
839967,Coles Supermarkets,Q1108172,FALSE
37078452,Crawford and Son,Q7345672,FALSE
44134642,Festival IGA Supermarkets,Q18389905,FALSE
10449331,Flemings (supermarkets),Q5458606,FALSE
7076961,Food For Less,Q5465324,FALSE
49644826,Foodmaster Supermarkets,Q23461560,FALSE
2230285,Franklins,Q5492150,FALSE
50012092,Friendly Grocer,Q24190419,FALSE
31056225,Metcash,Q23073728,FALSE
26279117,Moran & Cato,Q6909184,FALSE
49644640,Welcome Mart,Q23023671,FALSE
43937138,"G. Wood, Son & Co.",Q18166892,FALSE
3434993,Woolworths Supermarkets,Q3249145,FALSE
33395605,JB Young's,Q110514440,FALSE
11584319,Beerenberg Farm,Q4880061,FALSE
51001573,Brooker & Sons,Q30589026,FALSE
1178584,Golden Circle (company),Q5579275,FALSE
2171556,Henry Jones IXL,Q17006462,FALSE
