pageid,ns,title,type,sitelink,personLabel,personDescription,genderLabel,dob,dod,pobLabel,person,indigenous,indig_filter,project,page,watchers,pageviews,pageviews_offset,revisions,editors,ip_edits,minor_edits,author,author_editcount,created_at,created_rev_id,modified_at,secs_since_last_edit,last_edit_id,assessment,elapsed_time
7376835,0,Sarah McLellan,page,https://en.wikipedia.org/wiki/Sarah_McLellan,Sarah McLellan,Australian actor and singer,female,1982-11-22,NA,NA,http://www.wikidata.org/entity/Q7422594,not indigenous,keep,en.wikipedia.org,Sarah McLellan,0,135,30,96,57,10,38,,28,2006-10-10,80567799,2022-04-09 01:01,39268094,1081688467,,0.178
25139912,0,Rowan McNamara,page,https://en.wikipedia.org/wiki/Rowan_McNamara,Rowan McNamara,Australian actor,male,NA,NA,NA,http://www.wikidata.org/entity/Q7371799,not indigenous,keep,en.wikipedia.org,Rowan McNamara,0,481,30,35,20,10,13,,1376,2009-11-20,326844459,2021-09-13 23:41,57157705,1044176053,,0.183
51461159,0,Sandy McVea,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Sandy McVea,0,13,30,12,7,0,2,,13326,2016-08-30,736856715,2023-05-12 10:33,4846565,1154419804,,0.149
9972132,0,Garth Meade,page,https://en.wikipedia.org/wiki/Garth_Meade,Garth Meade,Australian actor,male,1930-01-01,2002-01-23,Johannesburg,http://www.wikidata.org/entity/Q5524367,not indigenous,keep,en.wikipedia.org,Garth Meade,0,60,30,59,37,13,20,,10776,2007-03-10,114040022,2021-03-29 08:06,71729007,1014820631,,0.185
5175038,0,Rebecca Jackson Mendoza,page,https://en.wikipedia.org/wiki/Rebecca_Jackson_Mendoza,Rebecca Jackson Mendoza,Australian actor and singer,female,1973-01-01,NA,Melbourne,http://www.wikidata.org/entity/Q3421701,not indigenous,keep,en.wikipedia.org,Rebecca Jackson Mendoza,0,1154,30,100,62,17,31,,18571,2006-05-17,53626090,2023-06-02 17:06,3008631,1158213507,,0.188
4503310,0,Alex Menglet,page,https://en.wikipedia.org/wiki/Alex_Menglet,Alex Menglet,actor,male,1956-01-01,NA,Moscow,http://www.wikidata.org/entity/Q4717487,not indigenous,keep,en.wikipedia.org,Alex Menglet,0,116,30,68,37,15,12,,6684,2006-03-24,45314046,2023-06-01 05:08,3138073,1157976383,,0.181
8548447,0,Scott Michaelson,page,https://en.wikipedia.org/wiki/Scott_Michaelson,Scott Michaelson,Australian actor,male,1968-09-12,NA,Melbourne,http://www.wikidata.org/entity/Q10368947,not indigenous,keep,en.wikipedia.org,Scott Michaelson,0,1193,30,115,78,37,26,,186,2006-12-21,95755312,2022-11-10 04:14,20680502,1121033384,,0.182
19230860,0,George Mikell,page,https://en.wikipedia.org/wiki/George_Mikell,George Mikell,Australian actor and writer (1929-2020),male,1929-04-04,2020-05-12,Lithuania,http://www.wikidata.org/entity/Q5542470,not indigenous,keep,en.wikipedia.org,George Mikell,0,1616,30,111,70,29,26,,NA,2008-09-08,237068971,2022-10-18 03:50,22669146,1116748382,,0.217
17711947,0,Dennis Miller (Australian actor),page,https://en.wikipedia.org/wiki/Dennis_Miller_(Australian_actor),Dennis Miller,Australian actor,male,1937-01-01,NA,Hobart,http://www.wikidata.org/entity/Q5258739,not indigenous,keep,en.wikipedia.org,Dennis Miller (Australian actor),0,613,30,110,48,37,20,,7,2008-06-01,216321967,2023-06-29 15:26,681807,1162502313,,0.186
27801275,0,Chris Milligan,page,https://en.wikipedia.org/wiki/Chris_Milligan,Chris Milligan,actor,male,1988-06-14,NA,Gumdale,http://www.wikidata.org/entity/Q5107468,not indigenous,keep,en.wikipedia.org,Chris Milligan,0,982,30,164,87,70,27,,3226,2010-06-22,369521099,2022-09-29 23:06,24241397,1113133570,,0.192
64188743,0,Minnie Love,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Minnie Love,0,26,30,25,17,6,5,,70539,2020-06-06,961017066,2023-05-12 23:29,4800029,1154507249,,0.154
4601559,0,Josephine Mitchell,page,https://en.wikipedia.org/wiki/Josephine_Mitchell,Josephine Mitchell,Australian actress,female,1965-05-21,NA,Sydney,http://www.wikidata.org/entity/Q5937131,not indigenous,keep,en.wikipedia.org,Josephine Mitchell,0,955,30,130,81,49,36,,6684,2006-04-02,46588036,2022-10-28 05:25,21799508,1118659052,,0.195
6590549,0,Justin Monjo,page,https://en.wikipedia.org/wiki/Justin_Monjo,Justin Monjo,Australian actor and screenwriter,male,1963-01-01,NA,New York City,http://www.wikidata.org/entity/Q16195217,not indigenous,keep,en.wikipedia.org,Justin Monjo,0,327,30,32,29,8,11,,2412,2006-08-21,70949792,2023-07-02 13:49,428417,1163023140,,0.179
47233550,0,Hannah Monson,page,https://en.wikipedia.org/wiki/Hannah_Monson,Hannah Monson,actress,female,1992-04-21,NA,Mildura,http://www.wikidata.org/entity/Q20684865,not indigenous,keep,en.wikipedia.org,Hannah Monson,0,1717,30,25,20,4,7,,13,2015-07-14,671347432,2022-10-28 01:50,21812393,1118631235,,0.16
9928628,0,Peter Moon (comedian),page,https://en.wikipedia.org/wiki/Peter_Moon_(comedian),Peter Moon,Australian comedian,male,1947-10-10,NA,NA,http://www.wikidata.org/entity/Q7175929,not indigenous,keep,en.wikipedia.org,Peter Moon (comedian),0,518,30,73,59,23,21,,15909,2007-03-08,113515116,2022-11-17 05:21,20071739,1122361755,,0.211
6080813,0,Robyn Moore (Australian actress),page,https://en.wikipedia.org/wiki/Robyn_Moore_(Australian_actress),Robyn Moore,Australian actress (*1971),female,1971-11-04,NA,Adelaide,http://www.wikidata.org/entity/Q1771416,not indigenous,keep,en.wikipedia.org,Robyn Moore (Australian actress),0,194,30,121,85,51,34,,476,2006-07-23,65365379,2023-03-14 07:16,9956025,1144534179,,0.217
70290100,0,Genevieve Mooy,page,https://en.wikipedia.org/wiki/Genevieve_Mooy,Genevieve Mooy,Australian actor,female,NA,NA,NA,http://www.wikidata.org/entity/Q111200589,not indigenous,keep,en.wikipedia.org,Genevieve Mooy,0,1224,30,4,4,0,1,,26917,2022-03-12,1076644246,2023-06-02 11:50,3027564,1158175773,,0.179
53764692,0,Arabella Morton,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Arabella Morton,0,850,30,33,22,2,10,,3233,2017-04-13,775196812,2023-02-03 17:50,13287565,1137259515,,0.168
16672236,0,Jackson Mullane,page,https://en.wikipedia.org/wiki/Jackson_Mullane,Jackson Mullane,Australian rugby union player,male,1987-01-30,NA,Sydney,http://www.wikidata.org/entity/Q6117271,not indigenous,keep,en.wikipedia.org,Jackson Mullane,0,228,30,137,90,71,32,,51,2008-03-30,202000263,2023-06-03 10:16,2946807,1158322217,,0.212
4779725,0,Rod Mullinar,page,https://en.wikipedia.org/wiki/Rod_Mullinar,Rod Mullinar,Australian actor,male,1943-01-01,NA,Hereford,http://www.wikidata.org/entity/Q7356310,not indigenous,keep,en.wikipedia.org,Rod Mullinar,0,941,30,94,62,22,18,,6684,2006-04-17,48817997,2023-06-12 16:42,2146079,1159802785,,0.194
4778967,0,Sheryl Munks,page,https://en.wikipedia.org/wiki/Sheryl_Munks,Sheryl Munks,Australian actress,female,1965-01-01,NA,NA,http://www.wikidata.org/entity/Q7495589,not indigenous,keep,en.wikipedia.org,Sheryl Munks,0,345,30,50,35,8,16,,6684,2006-04-17,48807789,2023-07-03 18:23,325586,1163236334,,0.168
32939999,0,Gwen Munro,page,https://en.wikipedia.org/wiki/Gwen_Munro,Gwen Munro,Australian actress,female,1915-01-01,1970-04-06,NA,http://www.wikidata.org/entity/Q5623442,not indigenous,keep,en.wikipedia.org,Gwen Munro,0,12,30,22,17,0,10,,70539,2011-09-01,447780679,2023-02-23 19:48,11552498,1141181568,,0.173
36469251,0,Henry Murdoch,page,https://en.wikipedia.org/wiki/Henry_Murdoch,Henry Murdoch,Australian actor,male,1920-09-12,1987-04-24,NA,http://www.wikidata.org/entity/Q5726159,not indigenous,keep,en.wikipedia.org,Henry Murdoch,0,66,30,23,17,4,7,,70539,2012-07-18,502915692,2021-09-13 23:38,57157937,1044175654,,0.171
47226627,0,John T. Murray,page,https://en.wikipedia.org/wiki/John_T._Murray,John T. Murray,Australian actor (1886-1957),male,1886-08-28,1957-02-12,Melbourne,http://www.wikidata.org/entity/Q20684903,not indigenous,keep,en.wikipedia.org,John T. Murray,0,76,30,30,18,1,7,,403208,2015-07-13,671227073,2023-04-25 15:14,6298564,1151680791,,0.152
6258798,0,Tory Mussett,page,https://en.wikipedia.org/wiki/Tory_Mussett,Tory Mussett,Australian actress,female,1978-06-26,NA,Australia,http://www.wikidata.org/entity/Q517711,not indigenous,keep,en.wikipedia.org,Tory Mussett,0,1050,30,75,51,14,23,,282084,2006-08-04,67627683,2023-06-27 01:22,905258,1162108017,,0.195
41727947,0,Jennifer Nairn-Smith,page,https://en.wikipedia.org/wiki/Jennifer_Nairn-Smith,Jennifer Nairn-Smith,Australian dancer,female,NA,NA,NA,http://www.wikidata.org/entity/Q16730261,not indigenous,keep,en.wikipedia.org,Jennifer Nairn-Smith,0,365,30,29,20,3,14,,70539,2014-01-24,592100280,2023-04-20 13:12,6737877,1150850874,,0.187
13805879,0,Torquil Neilson,page,https://en.wikipedia.org/wiki/Torquil_Neilson,Torquil Neilson,Australian actor,male,NA,NA,NA,http://www.wikidata.org/entity/Q7826813,not indigenous,keep,en.wikipedia.org,Torquil Neilson,0,106,30,59,46,27,16,,2520,2007-10-19,165620853,2021-04-16 20:17,70130001,1018211010,,0.171
34054497,0,Augustus Neville,page,https://en.wikipedia.org/wiki/Augustus_Neville,Augustus Neville,Australian actor,male,2000-01-01,NA,NA,http://www.wikidata.org/entity/Q4821502,not indigenous,keep,en.wikipedia.org,Augustus Neville,0,11,30,19,14,0,6,,70539,2011-12-14,465789517,2020-08-13 15:57,91399968,972741257,,0.185
14223766,0,Tony Nikolakopoulos,page,https://en.wikipedia.org/wiki/Tony_Nikolakopoulos,Tony Nikolakopoulos,Australian actor,male,NA,NA,NA,http://www.wikidata.org/entity/Q7823063,not indigenous,keep,en.wikipedia.org,Tony Nikolakopoulos,0,821,30,68,43,21,19,,1682,2007-11-13,171126667,2023-06-25 04:07,1068158,1161797003,,0.183
52188052,0,Mignon O'Doherty,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Mignon O'Doherty,0,50,30,32,18,0,9,,403208,2016-11-04,747787943,2023-02-20 07:12,11857077,1140480223,,0.176
56107103,0,James O'Halloran (actor),page,https://en.wikipedia.org/wiki/James_O%27Halloran_(actor),James O'Halloran,Australian model and actor,male,1984-10-20,NA,NA,http://www.wikidata.org/entity/Q47540948,not indigenous,keep,en.wikipedia.org,James O'Halloran (actor),0,7414,30,53,30,8,17,,88,2017-12-21,816525115,2023-06-08 02:43,2542005,1159077466,,0.172
39278674,0,John O'Hare (actor),page,https://en.wikipedia.org/wiki/John_O%27Hare_(actor),John O'Hare,Australian actor,male,1962-10-14,NA,NA,http://www.wikidata.org/entity/Q16194732,not indigenous,keep,en.wikipedia.org,John O'Hare (actor),0,62,30,84,28,2,11,,92206,2013-05-02,553162421,2023-04-28 01:40,6088171,1152077023,,0.177
62827707,0,Maggie Oliver (actor),page,https://en.wikipedia.org/wiki/Maggie_Oliver_(actor),Maggie Oliver,Australian actress and comedian (1844-1892),female,1844-12-14,1892-05-21,Sydney,http://www.wikidata.org/entity/Q19976872,not indigenous,keep,en.wikipedia.org,Maggie Oliver (actor),0,14,30,43,12,1,3,,235709,2020-01-14,935759610,2021-04-07 00:21,70979321,1016404526,,0.183
33805785,0,Jessica Orcsik,page,https://en.wikipedia.org/wiki/Jessica_Orcsik,Jessica Orcsik,Australian dancer,female,NA,NA,NA,http://www.wikidata.org/entity/Q6187393,not indigenous,keep,en.wikipedia.org,Jessica Orcsik,0,138,30,52,36,22,10,,3,2011-11-20,461518991,2023-04-20 13:12,6737883,1150850890,,0.176
32974074,0,Tal Ordell,page,https://en.wikipedia.org/wiki/Tal_Ordell,Tal Ordell,Australian actor,male,1880-01-01,1948-06-08,Kolkata,http://www.wikidata.org/entity/Q7678712,not indigenous,keep,en.wikipedia.org,Tal Ordell,0,20,30,27,15,0,7,,70539,2011-09-04,448350679,2022-12-29 17:55,16397683,1130337236,,0.17
61691696,0,Mark Owen-Taylor,page,https://en.wikipedia.org/wiki/Mark_Owen-Taylor,Mark Owen-Taylor,Australian actor,male,1962-01-27,NA,Australia,http://www.wikidata.org/entity/Q1900334,not indigenous,keep,en.wikipedia.org,Mark Owen-Taylor,0,185,30,30,23,8,9,,70539,2019-09-04,914029542,2022-09-15 04:34,25517762,1110383913,,0.17
34223325,0,Karen Pang,page,https://en.wikipedia.org/wiki/Karen_Pang,Karen Pang,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q6369937,not indigenous,keep,en.wikipedia.org,Karen Pang,0,496,30,48,33,14,12,,220,2007-07-06,142836694,2023-04-25 20:56,6278046,1151721832,,0.181
21795746,0,Dina Panozzo,page,https://en.wikipedia.org/wiki/Dina_Panozzo,Dina Panozzo,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q5277858,not indigenous,keep,en.wikipedia.org,Dina Panozzo,0,254,30,53,29,4,22,,16862,2009-03-03,274789213,2023-07-01 06:07,542604,1162801143,,0.184
73724286,0,Grace Parr (actress),page,https://en.wikipedia.org/wiki/Grace_Parr_(actress),Grace Parr,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q118151276,not indigenous,keep,en.wikipedia.org,Grace Parr (actress),0,145,30,6,5,2,2,,26917,2023-05-04,1153144855,2023-06-30 05:58,629529,1162614563,,0.183
53091384,0,Fred Parslow,page,https://en.wikipedia.org/wiki/Fred_Parslow,Fred Parslow,Australian actor,male,1932-08-14,2017-01-26,NA,http://www.wikidata.org/entity/Q28655886,not indigenous,keep,en.wikipedia.org,Fred Parslow,0,176,30,51,20,10,10,,84824,2017-02-05,763743144,2023-05-24 16:42,3787694,1156790122,,0.177
19813683,0,Marilynne Paspaley,page,https://en.wikipedia.org/wiki/Marilynne_Paspaley,Marilynne Paspaley,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q6763654,not indigenous,keep,en.wikipedia.org,Marilynne Paspaley,0,113,30,50,36,2,23,,16862,2008-10-17,245825424,2022-11-29 01:39,19048286,1124491887,,0.182
7291684,0,Dai Paterson,page,https://en.wikipedia.org/wiki/Dai_Paterson,Dai Paterson,Australian actor,male,1977-04-24,NA,Tasmania,http://www.wikidata.org/entity/Q5209026,not indigenous,keep,en.wikipedia.org,Dai Paterson,0,49,30,70,46,7,30,,44,2006-10-04,79478187,2021-12-19 19:55,48790520,1061121493,,0.201
4503199,0,Nicki Paull,page,https://en.wikipedia.org/wiki/Nicki_Paull,Nicki Paull,Australian actress,female,1962-01-01,NA,Queensland,http://www.wikidata.org/entity/Q11791069,not indigenous,keep,en.wikipedia.org,Nicki Paull,0,401,30,98,52,17,19,,6684,2006-03-24,45312707,2023-03-22 23:52,9205122,1146134517,,0.183
4344258,0,Reylene Pearce,page,https://en.wikipedia.org/wiki/Reylene_Pearce,Reylene Pearce,Australian actress,female,NA,NA,Australia,http://www.wikidata.org/entity/Q7319508,not indigenous,keep,en.wikipedia.org,Reylene Pearce,0,110,30,35,29,6,12,,6684,2006-03-10,43160062,2023-05-16 08:55,4506888,1155044435,,0.159
22227783,0,Rebel Penfold-Russell,page,https://en.wikipedia.org/wiki/Rebel_Penfold-Russell,Rebel Penfold-Russell,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q7302045,not indigenous,keep,en.wikipedia.org,Rebel Penfold-Russell,0,287,30,19,15,0,6,,1734,2009-03-31,280950415,2021-03-14 14:27,73002192,1012083467,,0.159
45676137,0,Bill Perryman,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Bill Perryman,0,3,30,10,9,0,3,,70539,2015-03-15,651446724,2021-04-02 22:39,71331059,1015688623,,0.181
65468256,0,Diana Perryman,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Diana Perryman,0,45,30,41,17,11,7,,70539,2020-10-01,981283440,2023-07-07 05:50,25214,1163930724,,0.165
43838072,0,Rock Phillips,page,https://en.wikipedia.org/wiki/Rock_Phillips,Rock Phillips,Australian actor,male,NA,NA,NA,http://www.wikidata.org/entity/Q18165938,not indigenous,keep,en.wikipedia.org,Rock Phillips,0,8,30,17,16,0,8,,70539,2014-09-16,625799199,2023-03-20 01:14,9459396,1145605199,,0.169
29384939,0,Tim Pocock,page,https://en.wikipedia.org/wiki/Tim_Pocock,Tim Pocock,Australian actor and pianist,male,1985-10-24,NA,Sydney,http://www.wikidata.org/entity/Q773060,not indigenous,keep,en.wikipedia.org,Tim Pocock,0,2162,30,175,124,86,45,,158,2010-10-28,393377678,2023-06-12 12:53,2159867,1159773592,,0.219
10194656,0,Myles Pollard,page,https://en.wikipedia.org/wiki/Myles_Pollard,Myles Pollard,Australian actor,male,1972-11-04,NA,Perth,http://www.wikidata.org/entity/Q931873,not indigenous,keep,en.wikipedia.org,Myles Pollard,0,2597,30,136,86,45,36,,19,2007-03-22,116978965,2023-06-11 07:19,2266264,1159582291,,0.188
65619197,0,Carole Potter,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Carole Potter,0,10,30,7,7,0,4,,70539,2020-10-19,984246407,2023-03-20 01:12,9459488,1145604848,,0.174
61503764,0,T. J. Power,page,https://en.wikipedia.org/wiki/T._J._Power,T.J. Power,Australian actor,male,NA,NA,Sydney,http://www.wikidata.org/entity/Q66459301,not indigenous,keep,en.wikipedia.org,T. J. Power,0,506,30,12,10,0,4,,26917,2019-08-13,910608923,2022-04-08 05:10,39339615,1081557577,,0.2
55155322,0,Costa Prasoulas,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Costa Prasoulas,0,44,30,17,15,1,5,,56,2017-09-06,799187265,2023-05-12 07:37,4857220,1154404810,,0.164
24940126,0,Steve Rackman,page,https://en.wikipedia.org/wiki/Steve_Rackman,Steve Rackman,Australian actor and professional wrestler,male,NA,NA,United Kingdom,http://www.wikidata.org/entity/Q15627760,not indigenous,keep,en.wikipedia.org,Steve Rackman,0,4167,30,85,55,27,31,,957,2009-11-02,323571481,2023-05-30 06:03,3307671,1157669286,,0.174
19183413,0,Stephen Rae (composer),page,https://en.wikipedia.org/wiki/Stephen_Rae_(composer),Stephen Rae,Australian actor and comedian,male,1961-11-08,NA,Sydney,http://www.wikidata.org/entity/Q7610326,not indigenous,keep,en.wikipedia.org,Stephen Rae (composer),0,101,30,62,41,24,15,,7412,2008-09-05,236386638,2023-04-25 16:04,6295612,1151687359,,0.189
21591406,0,Penny Ramsey,page,https://en.wikipedia.org/wiki/Penny_Ramsey,Penny Ramsey,Australian actress,female,1947-06-25,2009-02-11,Adelaide,http://www.wikidata.org/entity/Q7164424,not indigenous,keep,en.wikipedia.org,Penny Ramsey,0,473,30,69,43,11,24,,1002,2009-02-18,271564188,2023-05-07 01:27,5311394,1153545720,,0.181
50988285,0,Lasarus Ratuere,page,https://en.wikipedia.org/wiki/Lasarus_Ratuere,Lasarus Ratuere,Australian actor,male,1985-06-30,NA,Adelaide,http://www.wikidata.org/entity/Q25338400,not indigenous,keep,en.wikipedia.org,Lasarus Ratuere,0,441,30,130,51,69,16,,3,2016-07-03,728190996,2023-06-03 20:43,2909233,1158396955,,0.195
54783187,0,Molly Raynor,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Molly Raynor,0,23,30,44,15,0,3,,1712810,2017-08-06,794241312,2022-08-24 10:10,27398419,1106387234,,0.182
31076677,0,Sheena Reyes,page,https://en.wikipedia.org/wiki/Sheena_Reyes,Sheena Reyes,actress,female,1987-04-04,NA,Manila,http://www.wikidata.org/entity/Q16231909,not indigenous,keep,en.wikipedia.org,Sheena Reyes,0,66,30,165,54,57,25,,25,2011-03-04,417045331,2022-09-27 02:32,24488317,1112593755,,0.223
36698996,0,Margot Rhys,page,https://en.wikipedia.org/wiki/Margot_Rhys,Margot Rhys,Australian actress,female,1914-01-01,1996-06-21,NA,http://www.wikidata.org/entity/Q6760693,not indigenous,keep,en.wikipedia.org,Margot Rhys,0,13,30,20,12,0,8,,70539,2012-08-12,506972812,2022-06-16 09:24,33362818,1093393025,,0.193
11955040,0,David Roberts (Australian actor),page,https://en.wikipedia.org/wiki/David_Roberts_(Australian_actor),David Roberts,Australian actor,male,1960-01-01,NA,NA,http://www.wikidata.org/entity/Q5239108,not indigenous,keep,en.wikipedia.org,David Roberts (Australian actor),0,3736,30,77,59,29,20,,16862,2007-06-26,140657774,2023-06-16 18:01,1795754,1160472179,,0.147
13531174,0,Bree Robertson,page,https://en.wikipedia.org/wiki/Bree_Robertson,Bree Robertson,Australian rhythmic gymnast,female,1982-07-06,NA,Gosford,http://www.wikidata.org/entity/Q4960163,not indigenous,keep,en.wikipedia.org,Bree Robertson,0,38,30,61,31,4,15,,40,2007-10-02,161719844,2023-05-12 04:07,4869803,1154387741,,0.184
51307469,0,Bernadette Robinson,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Bernadette Robinson,0,335,30,9,8,0,2,,13326,2016-08-12,734123177,2022-01-31 23:17,45063244,1069167045,,0.177
1939987,0,Emma Roche,page,https://en.wikipedia.org/wiki/Emma_Roche,Emma Roche,Australian actress,female,1976-01-09,NA,NA,http://www.wikidata.org/entity/Q5372943,not indigenous,keep,en.wikipedia.org,Emma Roche,0,634,30,69,55,12,25,,NA,2005-05-25,14220705,2022-01-20 02:12,46089516,1066773840,,0.181
42561196,0,Aleisha Rose,page,https://en.wikipedia.org/wiki/Aleisha_Rose,Aleisha Rose,Australian actress,female,1988-09-11,NA,Brisbane,http://www.wikidata.org/entity/Q16727303,not indigenous,keep,en.wikipedia.org,Aleisha Rose,0,185,30,88,47,11,21,,17127,2014-04-23,605408610,2023-06-08 13:56,2501666,1159137010,,0.189
11004911,0,Jesse Rosenfeld,page,https://en.wikipedia.org/wiki/Jesse_Rosenfeld,Jesse Rosenfeld,American actor,male,1983-10-17,NA,Melbourne,http://www.wikidata.org/entity/Q6186807,not indigenous,keep,en.wikipedia.org,Jesse Rosenfeld,0,60,30,83,51,31,21,,253,2007-05-01,127466830,2023-05-08 14:48,5176948,1153822088,,0.192
47323775,0,Claire Ruiz,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Claire Ruiz,0,644,30,192,80,67,28,,46,2015-07-24,672842594,2023-04-25 20:58,6277952,1151722077,,0.208
33406955,0,Andrew Ryan (actor),page,https://en.wikipedia.org/wiki/Andrew_Ryan_(actor),Andrew Ryan,Australian actor,male,1901-01-01,NA,Australia,http://www.wikidata.org/entity/Q4758472,not indigenous,keep,en.wikipedia.org,Andrew Ryan (actor),0,449,30,40,35,7,13,,70539,2011-10-14,455519628,2021-04-16 20:34,70128985,1018213653,,0.182
58730647,0,Scott Ryan (actor),page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Scott Ryan (actor),0,38201,30,67,38,10,18,,23,2018-10-12,863677644,2023-05-23 14:39,3881474,1156572165,,0.201
35142989,0,John Saul (actor),page,https://en.wikipedia.org/wiki/John_Saul_(actor),John Saul,Australian actor,male,1913-01-01,1979-01-01,NA,http://www.wikidata.org/entity/Q6256703,not indigenous,keep,en.wikipedia.org,John Saul (actor),0,20,30,22,16,1,7,,70539,2012-03-19,482806163,2021-07-31 19:38,60973975,1036474671,,0.162
57708435,0,Helana Sawires,page,https://en.wikipedia.org/wiki/Helana_Sawires,Helana Sawires,Australian actress,female,NA,NA,NA,http://www.wikidata.org/entity/Q55092424,not indigenous,keep,en.wikipedia.org,Helana Sawires,0,723,30,30,20,10,8,,243,2018-06-18,846359474,2023-05-20 13:58,4143173,1155952412,,0.159
50617354,0,Naomi Sequeira,page,https://en.wikipedia.org/wiki/Naomi_Sequeira,Naomi Sequeira,Australian actress,female,1994-12-29,NA,Sydney,http://www.wikidata.org/entity/Q18415960,not indigenous,keep,en.wikipedia.org,Naomi Sequeira,0,1548,30,65,39,17,8,,98,2016-05-23,721705843,2023-05-17 18:12,4387145,1155331818,,0.188
15158542,0,Peta Sergeant,page,https://en.wikipedia.org/wiki/Peta_Sergeant,Peta Sergeant,Australian actress,female,1980-01-01,NA,Penang Island,http://www.wikidata.org/entity/Q7171604,not indigenous,keep,en.wikipedia.org,Peta Sergeant,0,4621,30,138,103,50,45,,16862,2008-01-11,183557908,2023-07-05 00:00,219027,1163454727,,0.201
35887097,0,Ken Shorter,page,https://en.wikipedia.org/wiki/Ken_Shorter,Ken Shorter,Australian actor,male,1945-01-01,NA,Australia,http://www.wikidata.org/entity/Q6388484,not indigenous,keep,en.wikipedia.org,Ken Shorter,0,465,30,47,31,15,12,,70539,2012-05-21,493599001,2023-07-02 19:31,408009,1163066473,,0.19
9197727,0,Michael Siberry,page,https://en.wikipedia.org/wiki/Michael_Siberry,Michael Siberry,Australian actor,male,1956-01-01,NA,Tasmania,http://www.wikidata.org/entity/Q6834383,not indigenous,keep,en.wikipedia.org,Michael Siberry,0,2116,30,99,72,22,26,,255,2007-01-30,104221939,2023-02-16 23:05,12145549,1139794567,,0.184
5001982,0,Jaason Simmons,page,https://en.wikipedia.org/wiki/Jaason_Simmons,Jaason Simmons,Australian actor,male,1970-07-12,NA,Hobart,http://www.wikidata.org/entity/Q723751,not indigenous,keep,en.wikipedia.org,Jaason Simmons,0,2862,30,122,93,36,49,,195041,2006-05-04,51459157,2023-03-22 21:40,9213076,1146117321,,0.214
13448670,0,Joseph Singleton,page,https://en.wikipedia.org/wiki/Joseph_Singleton,Joseph Singleton,actor (1879-1946),male,1879-03-01,1946-10-24,Melbourne,http://www.wikidata.org/entity/Q3185641,not indigenous,keep,en.wikipedia.org,Joseph Singleton,0,78,30,89,33,3,15,,1509055,2007-09-26,160521082,2022-01-03 16:22,47507304,1063542387,,0.195
1753057,0,Sianoa Smit-McPhee,page,https://en.wikipedia.org/wiki/Sianoa_Smit-McPhee,Sianoa Smit-McPhee,Australian actress,female,1992-02-21,NA,Adelaide,http://www.wikidata.org/entity/Q3959985,not indigenous,keep,en.wikipedia.org,Sianoa Smit-McPhee,0,5265,30,278,198,97,62,,NA,2005-04-17,12425707,2023-05-21 23:25,4022764,1156247918,,0.215
6568026,0,Kevin Smith (Australian actor),page,https://en.wikipedia.org/wiki/Kevin_Smith_(Australian_actor),Kevin Smith,Australian actor,male,1953-01-01,2005-01-01,NA,http://www.wikidata.org/entity/Q6397509,not indigenous,keep,en.wikipedia.org,Kevin Smith (Australian actor),0,40,30,29,23,4,13,,64,2006-08-20,70713052,2021-09-08 03:04,57664027,1043047915,,0.189
6797573,0,Paul Smith (Australian actor),page,https://en.wikipedia.org/wiki/Paul_Smith_(Australian_actor),Paul Smith,Australian actor,male,1968-01-01,NA,Sydney,http://www.wikidata.org/entity/Q7153649,not indigenous,keep,en.wikipedia.org,Paul Smith (Australian actor),0,457,30,73,52,25,17,,384,2006-09-01,73230661,2023-06-24 12:32,1124354,1161696065,,0.192
13145213,0,William Snow (actor),page,https://en.wikipedia.org/wiki/William_Snow_(actor),William Snow,Australian actor,male,1960-06-15,NA,Sydney,http://www.wikidata.org/entity/Q328069,not indigenous,keep,en.wikipedia.org,William Snow (actor),0,653,30,71,45,13,31,,133,2007-09-07,156332246,2023-06-03 03:58,2969574,1158289419,,0.193
