pageid,ns,title,type,sitelink,personLabel,personDescription,genderLabel,dob,dod,pobLabel,person,indigenous,indig_filter,project,page,watchers,pageviews,pageviews_offset,revisions,editors,ip_edits,minor_edits,author,author_editcount,created_at,created_rev_id,modified_at,secs_since_last_edit,last_edit_id,assessment,elapsed_time
3688026,0,Sam Bain,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Sam Bain,0,5720,30,107,83,46,22,,1501,2006-01-11,34773362,2023-06-11 01:29,2367811,1159547128,,0.203
846862,0,W. O. Bentley,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,W. O. Bentley,37,3550,30,448,198,84,136,,140,2004-07-21,4762373,2023-06-26 15:50,1020146,1162032376,,0.23
33312174,0,John Birkin,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,John Birkin,0,365,30,23,20,5,9,,273712,2011-10-05,454055436,2022-04-16 11:24,38706483,1083001674,,0.192
31599460,0,Ian Blanchett,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Ian Blanchett,0,18,30,26,21,4,11,,70368,2011-04-26,426001560,2023-05-24 03:51,3914501,1156690371,,0.185
991882,0,Darcey Bussell,page,https://en.wikipedia.org/wiki/Darcey_Bussell,Darcey Bussell,British ballerina,female,1969-04-27,NA,London,http://www.wikidata.org/entity/Q291331,not indigenous,keep,en.wikipedia.org,Darcey Bussell,54,9377,30,1142,587,498,232,,5127,2004-09-16,6487480,2023-06-06 13:25,2756832,1158825490,,0.528
4794520,0,Paul Colman,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Paul Colman,0,568,30,153,87,43,32,,2055,2006-04-18,48982468,2021-11-12 04:25,52123636,1054796806,,0.226
2571516,0,Wilberforce Eaves,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Wilberforce Eaves,0,99,30,126,66,8,55,,NA,2005-08-29,22135096,2023-05-25 17:05,3780453,1156992334,,0.171
30271121,0,Nathan Gage,page,https://en.wikipedia.org/wiki/Nathan_Gage,Nathan Gage,cricketer,male,1974-02-09,NA,Perth,http://www.wikidata.org/entity/Q6969069,not indigenous,keep,en.wikipedia.org,Nathan Gage,0,12,30,21,16,1,7,,70368,2011-01-01,405350033,2022-08-18 19:34,27963542,1105145663,,0.185
50610053,0,Girli,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Girli,0,2127,30,257,112,77,66,,78365,2016-05-22,721564657,2023-07-07 11:20,85972,1163976348,,0.254
1761838,0,Ben Goldacre,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Ben Goldacre,115,2552,30,796,392,195,225,,838,2005-04-19,12502237,2023-07-07 05:30,106959,1163928568,,0.33
38219868,0,Gerald Hine-Haycock,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Gerald Hine-Haycock,0,284,30,53,24,5,9,,9131,2013-01-14,532955039,2021-11-02 13:23,52955399,1053191866,,0.171
42732315,0,Bruce Ingram,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Bruce Ingram,0,301,30,72,31,3,11,,239053,2014-05-12,608194293,2023-05-12 11:18,4924492,1154423446,,0.183
22861022,0,Collingwood Ingram,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Collingwood Ingram,0,379,30,107,51,24,28,,32,2009-05-19,290949676,2023-07-07 21:44,48508,1164084590,,0.181
1929597,0,Jade Jagger,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Jade Jagger,48,27345,30,584,309,247,102,,NA,2005-05-23,14118240,2023-05-20 21:02,4198238,1156022981,,0.336
71958661,0,Kristine Landon-Smith,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Kristine Landon-Smith,0,32,30,6,4,0,2,,93195,2022-10-09,1115050595,2023-04-18 17:56,6974214,1150529055,,0.175
1105275,0,Bruno Langley,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Bruno Langley,37,4542,30,697,352,294,140,,NA,2004-10-26,6874459,2023-06-30 10:58,692086,1162648066,,0.298
31764771,0,David Lovell,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,David Lovell,0,31,30,28,23,0,14,,70368,2011-05-13,428937392,2023-05-22 12:25,4056466,1156354078,,0.17
7836137,0,Joanna McCallum,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Joanna McCallum,0,1407,30,124,64,9,28,,487,2006-11-08,86462541,2023-04-25 04:39,6417228,1151619765,,0.173
2295388,0,Mary Morris,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Mary Morris,0,2055,30,218,125,58,71,,23307,2005-07-23,19461839,2023-06-13 23:20,2116385,1160017557,,0.214
440866,0,James Murdoch,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,James Murdoch,71,33095,30,675,412,235,182,,5945,2004-01-24,2221215,2023-06-30 09:30,697356,1162637575,,0.316
28966596,0,Kevin Murray (cricketer),page,https://en.wikipedia.org/wiki/Kevin_Murray_(cricketer),Kevin Murray,English cricketer,male,1963-01-03,NA,Brisbane,http://www.wikidata.org/entity/Q6397060,not indigenous,keep,en.wikipedia.org,Kevin Murray (cricketer),0,6,30,24,21,1,12,,70368,2010-09-27,387278882,2022-05-20 04:23,35794210,1088791497,,0.167
42793979,0,Anita Pollack,page,https://en.wikipedia.org/wiki/Anita_Pollack,Anita Pollack,British politician,female,1946-06-03,NA,Australia,http://www.wikidata.org/entity/Q17101218,not indigenous,keep,en.wikipedia.org,Anita Pollack,0,103,30,45,23,1,15,,47359,2014-05-18,609119007,2022-05-15 02:32,36232854,1087888930,,0.191
29640431,0,Luke Reeves,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Luke Reeves,0,11,30,23,19,0,11,,70368,2010-11-17,397358513,2023-06-03 21:13,2988003,1158400604,,0.178
33669180,0,Shani Rhys James,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Shani Rhys James,0,219,30,98,47,7,22,,82702,2011-11-07,459516898,2023-05-19 10:59,4320819,1155712600,,0.205
59044841,0,Benjamin Smith (Canadian businessman),page,https://en.wikipedia.org/wiki/Benjamin_Smith_(Canadian_businessman),Benjamin Smith,"Canadian executive, current CEO of Air France KLM",male,1971-08-27,NA,United Kingdom,http://www.wikidata.org/entity/Q56144844,not indigenous,keep,en.wikipedia.org,Benjamin Smith (Canadian businessman),0,1489,30,80,53,18,18,,78,2018-11-13,868662236,2023-02-23 14:59,11650419,1141135974,,0.2
32021879,0,Dani Thompson,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Dani Thompson,0,394,30,105,60,34,22,,33,2011-06-08,433253652,2023-01-05 14:11,15886913,1131734684,,0.198
2292286,0,"Samuel Vestey, 3rd Baron Vestey",page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,"Samuel Vestey, 3rd Baron Vestey",0,1444,30,312,173,60,92,,NA,2005-07-23,19430203,2023-03-08 12:23,10536585,1143547246,,0.267
29205358,0,"David Ward (cricketer, born 1981)",page,"https://en.wikipedia.org/wiki/David_Ward_(cricketer,_born_1981)",David Ward,English cricketer,male,1981-07-20,NA,Brisbane,http://www.wikidata.org/entity/Q5240832,not indigenous,keep,en.wikipedia.org,"David Ward (cricketer, born 1981)",0,39,30,22,20,1,11,,70368,2010-10-15,390906206,2020-12-16 08:25,80707686,994550220,,0.161
46642779,0,Catherine West,page,https://en.wikipedia.org/wiki/Catherine_West,Catherine West,Australian-British politician (born 1966),female,1966-09-14,NA,Sydney,http://www.wikidata.org/entity/Q19871931,not indigenous,keep,en.wikipedia.org,Catherine West,0,2342,30,199,105,36,39,,104259,2015-05-08,661370433,2023-06-29 23:22,733842,1162570955,,0.227
65480252,0,Sandra Hill (footballer),page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Sandra Hill (footballer),0,20,30,15,8,0,5,,51878,2020-10-02,981520478,2023-05-12 03:01,4954337,1154381429,,0.144
1315419,0,John Davison (Canadian cricketer),page,https://en.wikipedia.org/wiki/John_Davison_(Canadian_cricketer),John Davison,Canadian cricketer,male,1970-05-09,NA,Campbell River,http://www.wikidata.org/entity/Q13117450,not indigenous,keep,en.wikipedia.org,John Davison (Canadian cricketer),0,787,30,192,112,30,66,,92,2004-12-23,8736159,2023-02-07 00:07,13086372,1137896543,,0.288
3767262,0,Gemma Files,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Gemma Files,0,389,30,138,71,47,28,,27,2006-01-19,35746842,2023-06-11 19:37,2302575,1159666517,,0.212
47539536,0,Luca Gasparotto,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Luca Gasparotto,0,250,30,331,81,30,40,,1164,2013-12-07,584953512,2023-06-11 03:25,2360889,1159559151,,0.261
4313631,0,Yani Gellman,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Yani Gellman,0,5472,30,315,207,139,65,,321,2006-03-08,42726162,2023-04-25 23:16,6350238,1151737377,,0.313
18739938,0,Taylor Hall,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Taylor Hall,56,42173,30,1673,748,690,333,,798,2008-08-06,230145229,2023-07-08 09:57,4593,1164209679,,0.573
26368724,0,Christilot Hanson-Boylen,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Christilot Hanson-Boylen,0,65,30,46,29,2,17,,1223,2010-02-28,346831162,2023-05-23 18:46,3947199,1156610746,,0.179
48665947,0,Carrie Kirkman,page,https://en.wikipedia.org/wiki/Carrie_Kirkman,Carrie Kirkman,business executive,female,1960-01-01,NA,Australia,http://www.wikidata.org/entity/Q22005846,not indigenous,keep,en.wikipedia.org,Carrie Kirkman,0,30,30,29,24,2,13,,1,2015-11-27,692702796,2023-03-03 15:35,10957067,1142640477,,0.158
69618542,0,Danica Ludlow,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Danica Ludlow,0,6,30,10,5,1,3,,80601,2021-12-28,1062457365,2022-12-18 16:02,17435484,1128138093,,0.167
919432,0,Stuart McLean,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Stuart McLean,0,2249,30,361,169,78,79,,37527,2004-08-22,5765752,2023-06-09 19:03,2477420,1159345070,,0.291
2534015,0,Jade Raymond,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Jade Raymond,73,6212,30,1003,585,495,174,,NA,2005-08-25,21785838,2023-07-01 11:31,603699,1162838623,,0.477
48453605,0,Katie Telford,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Katie Telford,0,1033,30,109,56,19,33,,304,2015-11-03,688921748,2023-06-11 19:22,2303484,1159664572,,0.186
2896081,0,Adam Vaughan,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Adam Vaughan,0,5450,30,474,226,181,103,,NA,2005-10-13,25412668,2023-03-01 20:20,11112801,1142329437,,0.27
2896142,0,Colin Vaughan,page,https://en.wikipedia.org/wiki/Colin_Vaughan,Colin Vaughan,"Canadian journalist, architect and politician",male,1931-01-01,2000-01-01,Australia,http://www.wikidata.org/entity/Q5145636,not indigenous,keep,en.wikipedia.org,Colin Vaughan,0,412,30,117,76,33,40,,NA,2005-10-13,25413381,2023-05-24 03:11,3916953,1156685621,,0.178
3618619,0,Harold Winch,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Harold Winch,0,68,30,70,35,8,25,,15744,2006-01-04,33882692,2023-06-11 08:19,2343249,1159588177,,1.795
5475488,0,Alissa York,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Alissa York,0,90,30,77,37,4,29,,546,2006-06-08,57497868,2022-11-12 00:44,20600981,1121383104,,0.195
52470580,0,James Fearon (businessman),page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,James Fearon (businessman),0,32,30,16,7,1,2,,4293,2016-12-04,752966444,2022-10-28 03:25,21887306,1118643624,,0.177
44366691,0,Aaron Evans,page,https://en.wikipedia.org/wiki/Aaron_Evans,Aaron Evans,Australian soccer player,male,1993-11-21,NA,Canberra,http://www.wikidata.org/entity/Q18637353,not indigenous,keep,en.wikipedia.org,Aaron Evans,0,700,30,702,125,59,300,,22893,2014-11-11,633361480,2023-07-06 11:03,173416,1163761331,,0.281
2915346,0,Prince Christian of Denmark,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Prince Christian of Denmark,74,15516,30,1024,418,268,194,,442,2005-10-15,25611463,2023-06-27 12:30,945781,1162172307,,0.4
10818133,0,Princess Isabella of Denmark,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Princess Isabella of Denmark,65,9838,30,819,320,239,153,,13513,2007-04-21,124670558,2023-06-27 12:37,945390,1162172943,,0.333
31485462,0,Princess Josephine of Denmark,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Princess Josephine of Denmark,35,6401,30,325,134,59,61,,13513,2011-04-13,423826267,2023-06-05 16:26,2832419,1158686051,,0.237
31485408,0,Prince Vincent of Denmark,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Prince Vincent of Denmark,33,6268,30,299,127,63,46,,13513,2011-04-13,423825349,2023-06-05 16:26,2832421,1158686058,,0.233
66276225,0,Daniel Bouman,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Daniel Bouman,0,118,30,39,13,2,7,,40184,2021-01-03,998033366,2023-07-05 14:52,246088,1163557187,,0.169
22027483,0,Tom Cooper (cricketer),page,https://en.wikipedia.org/wiki/Tom_Cooper_(cricketer),Tom Cooper,cricketer,male,1986-11-26,NA,Wollongong,http://www.wikidata.org/entity/Q3530586,not indigenous,keep,en.wikipedia.org,Tom Cooper (cricketer),0,2854,30,349,109,36,57,,2421,2009-03-18,277995892,2023-06-10 10:40,2421173,1159445838,,0.23
32540529,0,"Chris Smith (cricketer, born 1973)",page,"https://en.wikipedia.org/wiki/Chris_Smith_(cricketer,_born_1973)",Chris Smith,Dutch cricketer,male,1973-01-15,NA,Australia,http://www.wikidata.org/entity/Q5108094,not indigenous,keep,en.wikipedia.org,"Chris Smith (cricketer, born 1973)",0,10,30,11,10,0,6,,70368,2011-07-26,441547405,2021-04-30 19:08,69005099,1020737025,,0.177
50218579,0,Stars Over Foy,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Stars Over Foy,0,32,30,116,26,2,12,,6,2016-04-18,715782427,2023-01-17 12:11,14857337,1134188944,,0.192
63238103,0,Colin Philp Sr.,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Colin Philp Sr.,0,12,30,18,13,1,5,,5294,2020-02-28,943086318,2023-05-25 00:04,3841769,1156856030,,0.171
8260243,0,Alyssa Alano,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Alyssa Alano,0,1474,30,256,136,107,62,,136,2006-12-04,91951147,2023-06-16 02:13,1933239,1160369358,,0.225
34780565,0,Jasmine Curtis-Smith,page,https://en.wikipedia.org/wiki/Jasmine_Curtis-Smith,Jasmine Curtis,"Australian-Filipina actress, dancer, endorser, writer and commercial model",female,1994-04-06,NA,Melbourne,http://www.wikidata.org/entity/Q712615,not indigenous,keep,en.wikipedia.org,Jasmine Curtis-Smith,31,5571,30,671,306,282,100,,1645,2012-02-17,477448387,2023-07-05 13:15,251919,1163539358,,0.333
66314077,0,Ellesse Gundersen,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Ellesse Gundersen,0,30,30,20,10,0,3,,1320,2021-01-07,998897787,2023-04-24 23:57,6434191,1151586999,,0.167
28409918,0,Leigh Gunn,page,https://en.wikipedia.org/wiki/Leigh_Gunn,Leigh Gunn,Australian soccer player,male,1980-12-24,NA,Sydney,http://www.wikidata.org/entity/Q6519587,not indigenous,keep,en.wikipedia.org,Leigh Gunn,0,50,30,62,37,5,27,,7341,2010-08-18,379571129,2023-07-07 22:22,46315,1164091003,,0.191
25911404,0,Nathalie Hart,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Nathalie Hart,0,3788,30,535,215,182,79,,1177,2010-01-23,339459464,2023-06-09 00:52,2542901,1159217803,,0.256
24780158,0,Michael Marcos Keon,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Michael Marcos Keon,0,904,30,96,51,25,26,,865,2009-10-22,321315090,2023-03-06 15:32,10698107,1143225775,,0.195
16256029,0,Kylie Padilla,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Kylie Padilla,31,7117,30,1010,488,518,138,,5889,2008-03-12,197706350,2023-06-24 12:44,1204168,1161697225,,0.474
27640320,0,James Reid (actor),page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,James Reid (actor),85,6920,30,2566,880,918,452,,1103,2010-06-08,366704613,2023-07-07 11:05,86899,1163974656,,0.665
71727567,0,Julian Schwarzer,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Julian Schwarzer,0,2410,30,42,25,5,8,,6584,2022-09-11,1109669343,2023-07-07 20:23,53410,1164069931,,0.167
47877285,0,James Wright (singer),page,https://en.wikipedia.org/wiki/James_Wright_(singer),James Wright,Filipino-Australian singer,male,2000-01-01,NA,NA,http://www.wikidata.org/entity/Q25189154,not indigenous,keep,en.wikipedia.org,James Wright (singer),0,91,30,40,25,11,12,,1113,2015-09-20,681886756,2022-12-20 08:30,17289799,1128469855,,0.159
27201954,0,Jason Baitieri,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Jason Baitieri,0,410,30,183,62,31,38,,8035,2010-05-03,359819349,2023-06-21 14:33,1456852,1161249256,,0.178
3802277,0,Gail Chanfreau,page,https://en.wikipedia.org/wiki/Gail_Chanfreau,Gail Chanfreau,Australian-French tennis player,female,1945-04-03,NA,Bondi,http://www.wikidata.org/entity/Q461018,not indigenous,keep,en.wikipedia.org,Gail Chanfreau,0,144,30,105,53,11,50,,775,2006-01-22,36157291,2023-05-12 04:01,4950744,1154387095,,0.186
60880494,0,Mylène Halemai,page,https://en.wikipedia.org/wiki/Myl%C3%A8ne_Halemai,Mylène Halemai,Australian-born French tennis player,female,2001-08-11,NA,South Durras,http://www.wikidata.org/entity/Q64148538,not indigenous,keep,en.wikipedia.org,Mylène Halemai,0,51,30,68,29,16,13,,101789,2019-05-27,899028197,2023-06-05 13:14,2843995,1158662584,,0.186
42006165,0,Tom Slater (soccer),page,https://en.wikipedia.org/wiki/Tom_Slater_(soccer),Tom Slater,Australian footballer,male,1996-08-26,NA,Lens,http://www.wikidata.org/entity/Q16236546,not indigenous,keep,en.wikipedia.org,Tom Slater (soccer),0,41,30,44,24,1,20,,40184,2014-02-21,596469640,2023-07-08 00:37,38190,1164116079,,0.201
14040750,0,Tessa Worley,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Tessa Worley,0,225,30,275,105,45,57,,4845,2007-11-02,168808508,2023-06-09 02:49,2535860,1159232078,,0.223
3560956,0,Mike Leon Grosch,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Mike Leon Grosch,0,185,30,132,74,24,42,,54,2005-12-29,33153672,2021-09-21 21:42,56554280,1045685028,,0.184
8414517,0,George Johnston (novelist),page,https://en.wikipedia.org/wiki/George_Johnston_(novelist),George Johnston,Australian novelist,male,1912-07-20,1970-07-22,Melbourne,http://www.wikidata.org/entity/Q5541147,not indigenous,keep,en.wikipedia.org,George Johnston (novelist),0,1086,30,101,65,13,35,,16122,2006-12-13,93994157,2023-06-30 04:03,717066,1162604432,,0.177
4051501,0,Georgios Samaras,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Georgios Samaras,53,7831,30,3871,1644,2257,535,,186,2006-02-12,39368495,2023-07-06 03:20,201240,1163692793,,1.299
18465541,0,Corinna Chamberlain,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Corinna Chamberlain,0,343,30,149,93,40,26,,5,2008-07-16,226091352,2023-04-19 08:45,6920937,1150644653,,0.212
6589014,0,Joyce Godenzi,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Joyce Godenzi,0,4248,30,99,75,25,33,,164,2006-08-21,70932451,2023-05-16 07:06,4594094,1155034513,,0.19
31647027,0,Michael Hartmann (judge),page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Michael Hartmann (judge),0,208,30,72,37,9,9,,NA,2011-05-01,426918909,2023-05-25 12:47,3796002,1156957599,,0.175
43385385,0,William Louey,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,William Louey,0,189,30,26,17,1,11,,45743,2014-07-24,618305699,2022-12-29 06:24,16519807,1130236199,,0.171
65458824,0,"Henry Moore (footballer, born 2002)",page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,"Henry Moore (footballer, born 2002)",0,25,30,43,19,10,9,,39608,2020-09-30,981117760,2023-07-08 01:51,33751,1164130492,,0.18
43441465,0,Frederick Charles Mow Fung,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Frederick Charles Mow Fung,0,7,30,4,4,0,1,,45743,2014-07-31,619301719,2019-06-29 19:22,126978734,904066335,,0.17
34734140,0,Zac Purton,page,https://en.wikipedia.org/wiki/Zac_Purton,Zac Purton,Australian jockey,male,1983-01-03,NA,NA,http://www.wikidata.org/entity/Q8063720,not indigenous,keep,en.wikipedia.org,Zac Purton,0,832,30,89,48,29,12,,191,2012-02-14,476763976,2023-06-04 01:27,2972816,1158427023,,0.192
975646,0,Tim Smart,page,https://en.wikipedia.org/wiki/Tim_Smart,Tim Smart,Hong Kong cricketer,male,1972-07-10,NA,Australia,http://www.wikidata.org/entity/Q7804298,not indigenous,keep,en.wikipedia.org,Tim Smart,0,24,30,56,47,5,29,,5889,2004-09-11,9866942,2022-08-18 07:50,28005822,1105050869,,0.198
60849741,0,Matt Solomon,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Matt Solomon,0,99,30,11,8,1,3,,111011,2019-05-24,898528454,2023-02-19 14:36,11997469,1140315728,,0.154
31842786,0,Max Tucker,page,https://en.wikipedia.org/wiki/Max_Tucker,Max Tucker,Hong Kong cricketer,male,1991-12-22,NA,Melbourne,http://www.wikidata.org/entity/Q16225718,not indigenous,keep,en.wikipedia.org,Max Tucker,0,41,30,22,19,2,11,,70368,2011-05-21,430193331,2021-12-19 04:57,48925001,1061026680,,0.171
16498812,0,Brad Turvey,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Brad Turvey,0,210,30,62,48,12,18,,1244,2008-03-23,200217197,2022-11-20 08:40,19881254,1122872621,,0.169
31066333,0,Lisa Haydon,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Lisa Haydon,46,19461,30,759,442,324,129,,58,2011-03-03,416887880,2023-04-11 09:46,7608470,1149292914,,0.414
6356035,0,Isha Sharvani,page,https://en.wikipedia.org/wiki/Isha_Sharvani,Isha Sharvani,Australian actress,female,1984-09-29,NA,Gujarat,http://www.wikidata.org/entity/Q12068847,not indigenous,keep,en.wikipedia.org,Isha Sharvani,39,11969,30,501,319,220,103,,501,2006-08-09,68674463,2023-04-26 01:47,6341230,1151757901,,0.297
