pageid,ns,title,type,sitelink,personLabel,personDescription,genderLabel,dob,dod,pobLabel,person,indigenous,indig_filter,project,page,watchers,pageviews,pageviews_offset,revisions,editors,ip_edits,minor_edits,author,author_editcount,created_at,created_rev_id,modified_at,secs_since_last_edit,last_edit_id,assessment,elapsed_time
59149106,0,Dustin Halse,page,https://en.wikipedia.org/wiki/Dustin_Halse,Dustin Halse,Australian politician,male,1985-05-03,NA,NA,http://www.wikidata.org/entity/Q59175089,not indigenous,keep,en.wikipedia.org,Dustin Halse,0,74,30,50,29,2,19,,11958,2018-11-25,870471089,2023-06-16 21:32,1880254,1160497262,,0.158
17726085,0,Kim Hames,page,https://en.wikipedia.org/wiki/Kim_Hames,Kim Hames,Australian politician,male,1953-03-24,NA,Subiaco,http://www.wikidata.org/entity/Q6408697,not indigenous,keep,en.wikipedia.org,Kim Hames,0,89,30,81,47,7,27,,80014,2008-06-02,216531352,2023-06-23 10:02,1316892,1161532913,,0.189
53510090,0,Emily Hamilton (politician),page,https://en.wikipedia.org/wiki/Emily_Hamilton_(politician),Emily Hamilton,Australian politician,female,1985-01-14,NA,Perth,http://www.wikidata.org/entity/Q28957270,not indigenous,keep,en.wikipedia.org,Emily Hamilton (politician),0,76,30,23,19,5,5,,71010,2017-03-17,770727030,2023-04-24 00:48,6534108,1151430031,,0.19
67093118,0,Meredith Hammat,page,https://en.wikipedia.org/wiki/Meredith_Hammat,Meredith Hammat,Australian politician,female,1969-07-13,NA,Katanning,http://www.wikidata.org/entity/Q105948323,not indigenous,keep,en.wikipedia.org,Meredith Hammat,0,56,30,14,9,0,2,,91594,2021-03-14,1011993143,2022-12-14 03:16,17843631,1127327976,,0.164
51032083,0,Tim Hammond,page,https://en.wikipedia.org/wiki/Tim_Hammond,Tim Hammond,Australian politician,male,1975-03-25,NA,Mount Lawley,http://www.wikidata.org/entity/Q25856253,not indigenous,keep,en.wikipedia.org,Tim Hammond,0,163,30,42,28,12,11,,71010,2016-07-09,729016593,2023-04-26 06:45,6339907,1151785670,,0.205
2396277,0,Shelley Hancock,page,https://en.wikipedia.org/wiki/Shelley_Hancock,Shelley Hancock,Australian politician,female,1951-01-14,NA,NA,http://www.wikidata.org/entity/Q7493784,not indigenous,keep,en.wikipedia.org,Shelley Hancock,0,83,30,134,82,31,43,,NA,2005-08-07,20448030,2023-06-09 09:00,2530225,1159271216,,0.198
2053919,0,Kris Hanna,page,https://en.wikipedia.org/wiki/Kris_Hanna,Kris Hanna,Australian politician,male,1962-01-01,NA,South Australia,http://www.wikidata.org/entity/Q6437180,not indigenous,keep,en.wikipedia.org,Kris Hanna,0,87,30,145,66,20,56,,833,2005-06-16,15260192,2023-04-25 03:21,6438553,1151612505,,0.219
45271733,0,Aaron Harper (politician),page,https://en.wikipedia.org/wiki/Aaron_Harper_(politician),Aaron Harper,Australian politician,male,1967-05-20,NA,Auckland,http://www.wikidata.org/entity/Q18978053,not indigenous,keep,en.wikipedia.org,Aaron Harper (politician),0,62,30,17,15,1,10,,71010,2015-02-01,645097507,2022-03-10 04:17,41945586,1076250932,,0.163
67316359,0,Lorna Harper,page,https://en.wikipedia.org/wiki/Lorna_Harper,Lorna Harper,Western Australian politician,female,1969-06-05,NA,Kilwinning,http://www.wikidata.org/entity/Q106430975,not indigenous,keep,en.wikipedia.org,Lorna Harper,0,29,30,7,5,0,0,,5940,2021-04-06,1016257786,2022-12-03 07:56,18777276,1125296790,,0.188
3598051,0,Gabrielle Harrison,page,https://en.wikipedia.org/wiki/Gabrielle_Harrison,Gabrielle Harrison,Australian politician,female,1964-03-25,NA,New South Wales,http://www.wikidata.org/entity/Q16195569,not indigenous,keep,en.wikipedia.org,Gabrielle Harrison,0,34,30,68,46,5,37,,9548,2006-01-02,33619356,2022-12-03 07:54,18777389,1125296559,,0.203
44212779,0,Jodie Harrison,page,https://en.wikipedia.org/wiki/Jodie_Harrison,Jodie Harrison,Australian politician,female,1968-01-01,NA,NA,http://www.wikidata.org/entity/Q18379290,not indigenous,keep,en.wikipedia.org,Jodie Harrison,0,261,30,59,33,4,19,,71010,2014-10-26,631125244,2023-05-17 18:31,4483147,1155335411,,0.186
70826442,0,Dean Harriss,page,https://en.wikipedia.org/wiki/Dean_Harriss,Dean Harriss,Australian politician,male,1981-06-18,NA,NA,http://www.wikidata.org/entity/Q112078635,not indigenous,keep,en.wikipedia.org,Dean Harriss,0,47,30,3,3,0,0,,71010,2022-05-20,1088822891,2022-07-26 00:43,30035242,1100452031,,0.177
4590677,0,Paul Harriss,page,https://en.wikipedia.org/wiki/Paul_Harriss,Paul Harriss,Australian politician,male,1954-08-11,2022-10-01,Franklin,http://www.wikidata.org/entity/Q7151160,not indigenous,keep,en.wikipedia.org,Paul Harriss,0,47,30,62,34,3,18,,1190,2006-04-01,46453710,2023-01-08 12:21,15650971,1132342273,,0.185
9621985,0,Chris Hartcher,page,https://en.wikipedia.org/wiki/Chris_Hartcher,Chris Hartcher,New South Wales politician,male,1946-12-21,NA,North Sydney,http://www.wikidata.org/entity/Q5106806,not indigenous,keep,en.wikipedia.org,Chris Hartcher,0,118,30,161,73,22,56,,223064,2007-02-21,109732723,2023-03-26 12:06,8999028,1146692806,,0.251
8561061,0,Colleen Hartland,page,https://en.wikipedia.org/wiki/Colleen_Hartland,Colleen Hartland,Australian politician,female,1959-02-01,NA,Morwell,http://www.wikidata.org/entity/Q5146255,not indigenous,keep,en.wikipedia.org,Colleen Hartland,0,45,30,102,61,20,36,,4398,2006-12-22,95899773,2023-05-07 02:39,5404294,1153557610,,0.173
7649284,0,Chris Hayes (politician),page,https://en.wikipedia.org/wiki/Chris_Hayes_(politician),Chris Hayes,Australian politician,male,1955-07-17,NA,Sydney,http://www.wikidata.org/entity/Q5106836,not indigenous,keep,en.wikipedia.org,Chris Hayes (politician),0,223,30,163,99,27,45,,16437,2005-03-19,11281112,2023-03-17 14:17,9768774,1145142431,,0.192
46266875,0,Jo Haylen,page,https://en.wikipedia.org/wiki/Jo_Haylen,Jo Haylen,Australian politician,female,NA,NA,NA,http://www.wikidata.org/entity/Q19874193,not indigenous,keep,en.wikipedia.org,Jo Haylen,0,698,30,58,37,5,17,,109153,2015-03-30,654163927,2023-06-05 20:59,2832676,1158720126,,0.178
72361221,0,Martha Haylett,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Martha Haylett,0,132,30,15,11,1,1,,42439,2022-11-28,1124246514,2023-06-27 02:28,998538,1162116307,,0.192
67493990,0,James Hayward (politician),page,https://en.wikipedia.org/wiki/James_Hayward_(politician),James Hayward,Western Australian politician,male,NA,NA,Derby,http://www.wikidata.org/entity/Q106622506,not indigenous,keep,en.wikipedia.org,James Hayward (politician),0,179,30,29,9,2,2,,71010,2021-04-25,1019741530,2023-06-09 10:12,2525924,1159279264,,0.178
11879722,0,Ken Hayward,page,https://en.wikipedia.org/wiki/Ken_Hayward,Ken Hayward,Australian politician,male,1954-02-13,NA,Cairns,http://www.wikidata.org/entity/Q6387770,not indigenous,keep,en.wikipedia.org,Ken Hayward,0,153,30,36,23,1,17,,66,2007-06-21,139629868,2023-07-01 23:27,577408,1162930240,,0.164
71079311,0,Bryson Head,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Bryson Head,0,133,30,17,12,5,1,,438,2022-06-20,1094001962,2023-07-03 03:31,476387,1163125724,,0.185
55890733,0,Michael Healy (politician),page,https://en.wikipedia.org/wiki/Michael_Healy_(politician),Michael Healy,Australian politician,male,1964-08-03,NA,Sydney,http://www.wikidata.org/entity/Q44113020,not indigenous,keep,en.wikipedia.org,Michael Healy (politician),0,100,30,14,13,2,4,,71010,2017-11-26,812144393,2023-04-18 03:53,7041431,1150430345,,0.179
41674357,0,Tom Helm (politician),page,https://en.wikipedia.org/wiki/Tom_Helm_(politician),Tom Helm,Australian politician,male,1941-04-05,NA,NA,http://www.wikidata.org/entity/Q16105645,not indigenous,keep,en.wikipedia.org,Tom Helm (politician),0,9,30,12,12,1,6,,71010,2014-01-18,591229923,2021-03-14 00:55,73148114,1011996616,,0.18
9317333,0,Peter Hendy (politician),page,https://en.wikipedia.org/wiki/Peter_Hendy_(politician),Peter Hendy,Australian politician,male,1962-01-10,NA,Brisbane,http://www.wikidata.org/entity/Q7177723,not indigenous,keep,en.wikipedia.org,Peter Hendy (politician),0,78,30,191,76,28,46,,17,2007-02-04,105682265,2023-04-27 10:12,6241100,1151969133,,0.2
1069087,0,Stuart Henry (politician),page,https://en.wikipedia.org/wiki/Stuart_Henry_(politician),Stuart Henry,Australian politician,male,1946-06-21,NA,NA,http://www.wikidata.org/entity/Q7626641,not indigenous,keep,en.wikipedia.org,Stuart Henry (politician),0,24,30,55,37,15,25,,26681,2004-10-15,6997581,2021-05-20 16:30,67303232,1024185792,,0.194
7965310,0,Kerry Hickey,page,https://en.wikipedia.org/wiki/Kerry_Hickey,Kerry Hickey,politician,male,1960-04-06,NA,NA,http://www.wikidata.org/entity/Q6394543,not indigenous,keep,en.wikipedia.org,Kerry Hickey,0,33,30,47,30,4,17,,223064,2006-11-16,88179265,2022-11-21 23:00,19759809,1123115458,,0.169
27985006,0,Maggie Hickey,page,https://en.wikipedia.org/wiki/Maggie_Hickey,Maggie Hickey,Australian politician,female,1946-10-16,NA,Surrey,http://www.wikidata.org/entity/Q6730252,not indigenous,keep,en.wikipedia.org,Maggie Hickey,0,42,30,48,23,0,20,,84825,2010-07-09,372564268,2023-06-28 16:11,862752,1162358593,,0.195
72361071,0,Mathew Hilakari,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Mathew Hilakari,0,114,30,5,5,0,0,,42439,2022-11-28,1124243665,2023-06-05 15:52,2851092,1158681721,,0.19
42215651,0,Katrine Hildyard,page,https://en.wikipedia.org/wiki/Katrine_Hildyard,Katrine Hildyard,Australian politician,female,1970-04-01,NA,Adelaide,http://www.wikidata.org/entity/Q16729821,not indigenous,keep,en.wikipedia.org,Katrine Hildyard,0,154,30,72,41,4,26,,67125,2014-03-16,599823070,2022-12-11 23:30,18030036,1126920422,,0.175
3976577,0,John Hill (Australian politician),page,https://en.wikipedia.org/wiki/John_Hill_(Australian_politician),John David Hill,South Australian politician (born 1949),male,1949-12-03,NA,Sydney,http://www.wikidata.org/entity/Q6239256,not indigenous,keep,en.wikipedia.org,John Hill (Australian politician),0,89,30,70,41,3,27,,148,2006-02-06,38431559,2023-06-03 12:21,3036586,1158335900,,0.189
1186848,0,Geoff Hilton,page,https://en.wikipedia.org/wiki/Geoff_Hilton,Geoff Hilton,Australian politician,male,1947-10-13,NA,NA,http://www.wikidata.org/entity/Q5534165,not indigenous,keep,en.wikipedia.org,Geoff Hilton,0,17,30,49,38,4,27,,36325,2004-11-19,8920465,2022-08-25 22:46,27363860,1106685402,,0.171
49635563,0,Jayson Hinder,page,https://en.wikipedia.org/wiki/Jayson_Hinder,Jayson Hinder,Australian politician (1965-2017),male,1965-09-04,2017-04-30,Canberra,http://www.wikidata.org/entity/Q23000952,not indigenous,keep,en.wikipedia.org,Jayson Hinder,0,28,30,40,16,1,8,,84825,2016-03-03,708153198,2023-06-13 10:35,2178939,1159918595,,0.162
28255039,0,Harold Hird,page,https://en.wikipedia.org/wiki/Harold_Hird,Harold Hird,Australian politician,male,1942-02-24,NA,NA,http://www.wikidata.org/entity/Q5661046,not indigenous,keep,en.wikipedia.org,Harold Hird,0,13,30,48,33,2,20,,84700,2010-08-04,377095678,2023-05-07 11:07,5373797,1153621469,,0.163
39334760,0,Leonie Hiscutt,page,https://en.wikipedia.org/wiki/Leonie_Hiscutt,Leonie Hiscutt,Australian politician,female,1959-01-14,NA,Elliott,http://www.wikidata.org/entity/Q16193151,not indigenous,keep,en.wikipedia.org,Leonie Hiscutt,0,44,30,28,15,0,11,,151849,2013-05-08,554117790,2021-04-09 23:11,70821547,1016949843,,0.166
4295013,0,Will Hodgman,page,https://en.wikipedia.org/wiki/Will_Hodgman,Will Hodgman,"Australian politician, 45th Premier of Tasmania",male,1969-04-20,NA,Hobart,http://www.wikidata.org/entity/Q8002867,not indigenous,keep,en.wikipedia.org,Will Hodgman,0,542,30,358,162,94,78,,7301,2006-03-06,42467483,2023-06-02 15:20,3112244,1158200594,,0.245
17888290,0,Katie Hodson-Thomas,page,https://en.wikipedia.org/wiki/Katie_Hodson-Thomas,Katie Hodson-Thomas,Australian politician,female,1957-04-28,NA,Norwood,http://www.wikidata.org/entity/Q6377462,not indigenous,keep,en.wikipedia.org,Katie Hodson-Thomas,0,40,30,41,26,0,19,,80014,2008-06-11,218599332,2022-11-17 05:43,20167684,1122364350,,0.19
3829093,0,Tim Holding,page,https://en.wikipedia.org/wiki/Tim_Holding,Tim Holding,Australian politician,male,1972-08-21,NA,Melbourne,http://www.wikidata.org/entity/Q7803661,not indigenous,keep,en.wikipedia.org,Tim Holding,0,682,30,222,120,63,69,,15,2006-01-24,36488360,2022-09-27 07:36,24567288,1112629928,,0.206
21660388,0,Ray Hollis,page,https://en.wikipedia.org/wiki/Ray_Hollis,Ray Hollis,Australian politician,male,1940-01-30,NA,London,http://www.wikidata.org/entity/Q7297628,not indigenous,keep,en.wikipedia.org,Ray Hollis,0,27,30,25,16,2,15,,71010,2009-02-22,272590901,2021-08-13 23:54,59932617,1038667775,,0.152
6744521,0,Paul Holloway,page,https://en.wikipedia.org/wiki/Paul_Holloway,Paul Holloway,Australian politician,male,1949-08-20,NA,NA,http://www.wikidata.org/entity/Q7151348,not indigenous,keep,en.wikipedia.org,Paul Holloway,0,37,30,63,36,0,17,,67125,2006-08-29,72556593,2022-08-23 02:25,27609940,1106065881,,0.235
56866904,0,David Honey (politician),page,https://en.wikipedia.org/wiki/David_Honey_(politician),David Honey,Western Australian politician,male,1958-04-18,NA,Mount Barker,http://www.wikidata.org/entity/Q50705399,not indigenous,keep,en.wikipedia.org,David Honey (politician),0,261,30,93,43,37,14,,84825,2018-03-17,830961317,2023-04-27 11:32,6236316,1151975874,,0.191
73126503,0,Ben Hood,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Ben Hood,0,153,30,3,2,2,0,,107970,2023-02-24,1141337128,2023-02-27 11:39,11333472,1141892794,,0.197
70347717,0,Lucy Hood (politician),page,https://en.wikipedia.org/wiki/Lucy_Hood_(politician),Lucy Hood,Australian politician,female,NA,NA,NA,http://www.wikidata.org/entity/Q111301139,not indigenous,keep,en.wikipedia.org,Lucy Hood (politician),0,224,30,24,9,0,1,,91594,2022-03-19,1078082199,2023-02-24 14:35,11582116,1141330842,,0.171
29778850,0,Donna Bauer,page,https://en.wikipedia.org/wiki/Donna_Bauer,Donna Bauer,Australian politician,female,1970-10-04,NA,Melbourne,http://www.wikidata.org/entity/Q5296312,not indigenous,keep,en.wikipedia.org,Donna Bauer,0,143,30,85,40,14,24,,151849,2010-11-28,399235563,2023-06-07 12:45,2689524,1158978290,,0.19
59150207,0,Melissa Horne,page,https://en.wikipedia.org/wiki/Melissa_Horne,Melissa Horne,Australian politician,female,NA,NA,NA,http://www.wikidata.org/entity/Q59177944,not indigenous,keep,en.wikipedia.org,Melissa Horne,0,243,30,18,12,4,3,,71010,2018-11-25,870492460,2022-12-03 07:57,18777242,1125296917,,0.173
33825446,0,Jennifer Houston,page,https://en.wikipedia.org/wiki/Jennifer_Houston,Jennifer Houston,Australian politician,female,1971-04-01,NA,Launceston,http://www.wikidata.org/entity/Q50544442,not indigenous,keep,en.wikipedia.org,Jennifer Houston,0,76,30,28,17,2,8,,39980,2011-11-21,461814626,2022-12-03 07:54,18777400,1125296611,,0.171
22324396,0,Geoff Howard,page,https://en.wikipedia.org/wiki/Geoff_Howard,Geoff Howard,Australian politician,male,1955-11-08,NA,Geelong,http://www.wikidata.org/entity/Q5534173,not indigenous,keep,en.wikipedia.org,Geoff Howard,0,28,30,31,24,2,11,,71010,2009-04-08,282455818,2021-03-28 11:51,71899195,1014661731,,0.197
45270606,0,Jennifer Howard (Australian politician),page,https://en.wikipedia.org/wiki/Jennifer_Howard_(Australian_politician),Jennifer Howard,Australian politician,female,1965-07-12,NA,Mackay,http://www.wikidata.org/entity/Q18978093,not indigenous,keep,en.wikipedia.org,Jennifer Howard (Australian politician),0,92,30,31,20,3,10,,71010,2015-02-01,645079799,2022-07-25 06:53,30099452,1100304028,,0.172
40475342,0,Luke Howarth,page,https://en.wikipedia.org/wiki/Luke_Howarth,Luke Howarth,Australian politician,male,1972-06-06,NA,Brisbane,http://www.wikidata.org/entity/Q16729935,not indigenous,keep,en.wikipedia.org,Luke Howarth,0,310,30,108,66,26,24,,3354,2013-09-08,572009130,2023-05-01 23:02,5849333,1152726010,,0.218
57422816,0,Jane Howlett,page,https://en.wikipedia.org/wiki/Jane_Howlett,Jane Howlett,Australian politician,female,NA,NA,Richmond,http://www.wikidata.org/entity/Q53547591,not indigenous,keep,en.wikipedia.org,Jane Howlett,0,75,30,16,10,0,4,,84825,2018-05-15,841361194,2022-07-26 00:42,30035317,1100451912,,0.177
11602350,0,Rob Hudson,page,https://en.wikipedia.org/wiki/Rob_Hudson,Rob Hudson,Australian politician,male,1955-12-09,NA,NA,http://www.wikidata.org/entity/Q7340224,not indigenous,keep,en.wikipedia.org,Rob Hudson,0,85,30,109,47,18,49,,616,2007-06-05,135976635,2022-08-21 01:00,27787866,1105609385,,0.286
17889691,0,Judy Hughes,page,https://en.wikipedia.org/wiki/Judy_Hughes,Judy Hughes,Australian politician,female,1959-04-28,NA,Subiaco,http://www.wikidata.org/entity/Q6304482,not indigenous,keep,en.wikipedia.org,Judy Hughes,0,10,30,32,20,0,19,,80014,2008-06-11,218614985,2022-01-19 22:17,46200838,1066740912,,0.173
21755949,0,Daniel Hulme,page,https://en.wikipedia.org/wiki/Daniel_Hulme,Daniel Hulme,Australian politician,male,1979-10-07,NA,Melbourne,http://www.wikidata.org/entity/Q5217549,not indigenous,keep,en.wikipedia.org,Daniel Hulme,0,44,30,44,31,5,20,,3,2009-03-01,274073828,2022-07-24 00:08,30210193,1100049520,,0.179
568807,0,Greg Hunt,page,https://en.wikipedia.org/wiki/Greg_Hunt,Greg Hunt,Australian politician,male,1965-11-18,NA,Melbourne,http://www.wikidata.org/entity/Q5605742,not indigenous,keep,en.wikipedia.org,Greg Hunt,58,1098,30,650,349,198,168,,26681,2004-04-01,3175980,2023-05-28 10:16,3562520,1157400574,,0.277
65731627,0,Jason Hunt,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Jason Hunt,0,74,30,25,19,3,6,,33,2020-11-01,986470983,2023-05-25 18:23,3792495,1157003676,,0.166
8027166,0,Jeff Hunter (politician),page,https://en.wikipedia.org/wiki/Jeff_Hunter_(politician),Jeff Hunter,Australian politician,male,1959-12-09,NA,New South Wales,http://www.wikidata.org/entity/Q16193158,not indigenous,keep,en.wikipedia.org,Jeff Hunter (politician),0,57,30,63,35,7,23,,668,2006-11-20,88949548,2023-05-10 05:01,5136593,1154085423,,0.17
19942121,0,Meredith Hunter (politician),page,https://en.wikipedia.org/wiki/Meredith_Hunter_(politician),Meredith Hunter,Australian politician,female,1962-07-22,NA,Canberra,http://www.wikidata.org/entity/Q6818943,not indigenous,keep,en.wikipedia.org,Meredith Hunter (politician),0,67,30,121,57,14,36,,67125,2008-10-26,247738611,2023-06-15 08:43,2012869,1160246056,,0.183
2060481,0,Annette Hurley,page,https://en.wikipedia.org/wiki/Annette_Hurley,Annette Hurley,Australian politician,female,1955-03-23,NA,Adelaide,http://www.wikidata.org/entity/Q4769080,not indigenous,keep,en.wikipedia.org,Annette Hurley,0,40,30,97,59,10,30,,1643,2005-06-17,15324978,2022-09-11 02:45,25967134,1109653681,,0.173
40475248,0,Eric Hutchinson (politician),page,https://en.wikipedia.org/wiki/Eric_Hutchinson_(politician),Eric Hutchinson,Australian politician,male,1965-06-19,NA,Launceston,http://www.wikidata.org/entity/Q16730000,not indigenous,keep,en.wikipedia.org,Eric Hutchinson (politician),0,227,30,72,42,6,20,,3354,2013-09-08,572007005,2023-06-03 16:57,3020058,1158367247,,0.168
14697180,0,Steve Irons,page,https://en.wikipedia.org/wiki/Steve_Irons,Steve Irons,Australian rules footballer and politician,male,1958-09-01,NA,Melbourne,http://www.wikidata.org/entity/Q16192767,not indigenous,keep,en.wikipedia.org,Steve Irons,0,157,30,123,83,28,36,,67125,2007-12-14,177793882,2023-05-25 12:06,3815075,1156952184,,0.202
4138942,0,Judy Jackson,page,https://en.wikipedia.org/wiki/Judy_Jackson,Judy Jackson,Australian politician,female,1947-08-31,NA,NA,http://www.wikidata.org/entity/Q6304488,not indigenous,keep,en.wikipedia.org,Judy Jackson,0,152,30,63,39,4,35,,1190,2006-02-20,40422156,2023-06-11 15:39,2333524,1159636823,,0.173
568825,0,Sharryn Jackson,page,https://en.wikipedia.org/wiki/Sharryn_Jackson,Sharryn Jackson,Australian politician,female,1962-02-12,NA,Perth,http://www.wikidata.org/entity/Q7490480,not indigenous,keep,en.wikipedia.org,Sharryn Jackson,0,64,30,107,55,6,51,,26681,2004-04-01,3005953,2022-10-25 18:07,22110227,1118201019,,0.162
24347144,0,Albert Jacob,page,https://en.wikipedia.org/wiki/Albert_Jacob,Albert Jacob,Australian politician,male,1980-03-16,NA,Subiaco,http://www.wikidata.org/entity/Q4710557,not indigenous,keep,en.wikipedia.org,Albert Jacob,0,201,30,115,64,31,23,,71010,2009-09-15,314010655,2022-10-25 18:07,22110228,1118201014,,0.201
48186877,0,Jacqui Lambie Network,page,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en.wikipedia.org,Jacqui Lambie Network,0,3901,30,168,96,27,38,,1823,2015-10-12,685343641,2023-05-22 08:38,4086781,1156321707,,0.212
53954474,0,Stuart James,page,https://en.wikipedia.org/wiki/Stuart_James,Stuart James,Australian politician,male,1978-09-24,NA,NA,http://www.wikidata.org/entity/Q29662624,not indigenous,keep,en.wikipedia.org,Stuart James,0,67,30,58,30,21,9,,19,2017-05-04,778602955,2023-05-07 02:39,5404322,1153557652,,0.203
21372170,0,Jan Jarratt,page,https://en.wikipedia.org/wiki/Jan_Jarratt,Jan Jarratt,Australian politician,female,1958-10-22,NA,Miles,http://www.wikidata.org/entity/Q6149148,not indigenous,keep,en.wikipedia.org,Jan Jarratt,0,12,30,55,33,14,24,,71010,2009-02-03,268144473,2022-01-19 16:47,46220622,1066693057,,0.165
6222684,0,Jon Jenkins,page,https://en.wikipedia.org/wiki/Jon_Jenkins,Jon Jenkins,Australian virologist,male,1958-06-17,NA,NA,http://www.wikidata.org/entity/Q6270984,not indigenous,keep,en.wikipedia.org,Jon Jenkins,0,15,30,64,45,5,29,,9,2006-08-02,67172463,2023-03-20 05:19,9541922,1145637916,,0.189
